expenseName,expenseCategory
Rapido,Transport
txn mobile recharge,Bills
dental care,Health
payment pet care,Other
flight ticket,Travel
txn watch,Shopping
GIFT,Other
Watch,Shopping
shaving kit pay,Personal Care
GIFT,Other
MILK,Groceries
mobile recharge,Bills
Hospital,Health
COKE,Food
SHAVING KIT,Personal Care
Clothes,Shopping
ev charging done,Transport
theme park,Entertainment
payment book purchase,Entertainment
Flight ticket,Travel
home decor,Shopping
YOGA CLASS,Health
paid tax,Other
SANDWICH,Food
shoes rs 337,Shopping
College fee,Education
grooming,Personal Care
Vegetables,Groceries
CLOTHES,Shopping
CHECKUP,Health
METRO TICKET,Transport
paid exam fee,Education
pet care rs 1558,Other
HOMESTAY,Travel
upi doctor visit 1689,Health
MOBILE RECHARGE,Bills
Theme park,Entertainment
pizza,Food
txn water bill,Bills
spent car service,Transport
phonepe bag 1393,Shopping
cooking oil rs 1944,Groceries
first aid done,Health
CONCERT,Entertainment
netflix,Entertainment
bank charges,Other
Course fee,Education
spent burger,Food
pen/paper,Education
SKINCARE,Personal Care
gift items,Shopping
GUIDED TOUR,Travel
DENTAL CARE,Health
Udemy,Education
cab ride,Transport
paid electronics,Shopping
paytm perfume,Shopping
college fee,Education
Wifi bill,Bills
txn vacation,Travel
shoes,Shopping
Pharmacy,Health
HOTEL BOOKING,Travel
pharmacy pay,Health
FASTAG RECHARGE,Transport
PET CARE,Other
supplements,Health
event ticket rs 2548,Entertainment
spent metro ticket,Transport
rice,Groceries
payment fuel,Transport
Interest payment,Other
BANK CHARGES,Other
homestay rs 1174,Travel
insurance premium txn,Bills
ONLINE COURSE,Education
gas cylinder,Bills
medicine,Health
EXAM FEE,Education
payment detergent,Groceries
Course fee,Education
WIFI BILL,Bills
TUITION,Education
gpay postpaid bill 1827,Bills
pet care,Other
Homestay,Travel
tuition,Education
supplements,Health
WATER BILL,Bills
Parotta,Food
lab test,Health
spent tax,Other
college fee txn,Education
internet bill,Bills
shoes,Shopping
paid bike taxi,Transport
Online course,Education
Pizza,Food
txn fuel,Transport
perfume,Shopping
travel insurance,Travel
gpay gym membership,Health
BREAKFAST,Food
Resort,Travel
skincare,Personal Care
soap,Groceries
HEADPHONES,Shopping
certification,Education
TRAIN TICKET,Transport
COKE,Food
supplements,Health
gpay bag,Shopping
DONATION,Other
FRUITS,Groceries
Monthly pass,Transport
Metro ticket,Transport
stationery,Shopping
yoga class rs 1337,Health
HOME DECOR,Shopping
SPOTIFY,Entertainment
electricity bill pay,Bills
Checkup,Health
Trip,Travel
game,Entertainment
Haircut,Personal Care
PET CARE,Other
Donation,Other
CLUB ENTRY,Entertainment
phonepe internet bill 1967,Bills
fried rice,Food
auto fare txn,Transport
GIFT,Other
WATER BILL,Bills
pet care,Other
Travel insurance,Travel
SPA,Personal Care
Perfume,Shopping
gadgets,Shopping
paid travel insurance,Travel
Travel insurance,Travel
amazon order pay,Shopping
COSMETICS,Personal Care
gpay cosmetics,Personal Care
supermarket,Groceries
paid tea,Food
skincare rs 1142,Personal Care
resort,Travel
Gift,Other
pet care rs 749,Other
online course,Education
paid ola,Transport
payment breakfast,Food
Ola,Transport
paytm ice cream,Food
paid rapido,Transport
gpay guided tour,Travel
Biryani,Food
subscription,Entertainment
BOOK PURCHASE,Entertainment
Maintenance fee,Bills
Bag,Shopping
gpay spa 869,Personal Care
rent,Bills
paid souvenirs,Travel
Wifi bill,Bills
ENERGY DRINK,Food
WATER BILL,Bills
paytm scan 1754,Health
paytm shoes,Shopping
MILK,Groceries
MAINTENANCE FEE,Bills
toothpaste,Groceries
GROOMING,Personal Care
SPOTIFY,Entertainment
Vegetables,Groceries
Bank charges,Other
dosa pay,Food
subscription,Entertainment
txn gas cylinder,Bills
spent pet care,Other
Insurance premium,Bills
bank charges txn,Other
IDLY,Food
PIZZA,Food
paytm trip,Travel
fastag recharge txn,Transport
dth recharge,Bills
gym membership done,Health
Train ticket,Transport
metro ticket rs 1706,Transport
upi bank charges 520,Other
MOVIE TICKET,Entertainment
cinema done,Entertainment
upi atm withdrawal 1528,Other
FRUITS,Groceries
paid salon,Personal Care
SPA,Personal Care
pet care rs 1610,Other
dth recharge,Bills
Dal,Groceries
Pen/paper,Education
Books,Education
ELECTRICITY BILL,Bills
paytm cooking oil 713,Groceries
face wash,Personal Care
GIFT,Other
txn hotel booking,Travel
paytm rent,Bills
BOOK PURCHASE,Entertainment
rice rs 2516,Groceries
TUITION,Education
Gift,Other
Electronics,Shopping
Prime video,Entertainment
salon,Personal Care
paytm books 1967,Education
COURSE FEE,Education
dal rs 1858,Groceries
INTERNET BILL,Bills
ATM WITHDRAWAL,Other
homestay,Travel
Provision store,Groceries
payment uber,Transport
tuition,Education
vacation,Travel
Shaving kit,Personal Care
maintenance fee rs 2437,Bills
Cab ride,Transport
scan pay,Health
payment course fee,Education
Hotel booking,Travel
Souvenirs,Travel
GAMING CURRENCY,Entertainment
upi bike service,Transport
Veg rice,Food
monthly pass,Transport
Tax,Other
Cooking oil,Groceries
Train ticket,Transport
upi cinema,Entertainment
BAKERY ITEMS,Food
Youtube premium,Entertainment
spent fuel,Transport
charity pay,Other
TOOTHPASTE,Groceries
skincare,Personal Care
Bike service,Transport
VACATION,Travel
GIFT,Other
paid pen/paper,Education
Idly,Food
SALON,Personal Care
milk,Groceries
street food txn,Food
stationery rs 1877,Shopping
Gym membership,Health
Auto,Transport
CLUB ENTRY,Entertainment
BAG,Shopping
myntra,Shopping
resort,Travel
water bill,Bills
paid electricity bill,Bills
HAIRCUT,Personal Care
gpay wifi bill,Bills
VEGETABLES,Groceries
scan,Health
Milk,Groceries
Tax,Other
homestay,Travel
exam fee rs 584,Education
momos pay,Food
upi metro ticket,Transport
MOISTURIZER,Personal Care
SUBSCRIPTION,Entertainment
hotel booking rs 1718,Travel
movie ticket,Entertainment
TAX,Other
Bag,Shopping
Skincare,Personal Care
fastag recharge rs 2748,Transport
vegetables rs 2199,Groceries
tax,Other
gadgets rs 1751,Shopping
Book purchase,Entertainment
paytm guided tour 997,Travel
Petrol,Transport
Wifi bill,Bills
spent donation,Other
GADGETS,Shopping
paytm college fee 1212,Education
COLLEGE FEE,Education
coffee rs 2713,Food
Electricity bill,Bills
paytm watch 941,Shopping
LAPTOP,Shopping
txn monthly pass,Transport
paid grooming,Personal Care
upi scan,Health
paytm yoga class,Health
GAME,Entertainment
paytm misc expense,Other
MOISTURIZER,Personal Care
Subscription,Entertainment
gpay rent,Bills
bank charges,Other
online course pay,Education
upi misc expense 1136,Other
spotify done,Entertainment
Pen/paper,Education
homestay,Travel
postpaid bill rs 1845,Bills
Lab test,Health
lab test,Health
Brunch,Food
GIFT,Other
Scan,Health
Gift items,Shopping
car service done,Transport
homestay,Travel
college fee txn,Education
upi rice 310,Groceries
bus ticket rs 935,Transport
Spa,Personal Care
CHARITY,Other
dental care,Health
biryani,Food
Tuition,Education
SUPERMARKET,Groceries
Rapido,Transport
subscription,Entertainment
cinema,Entertainment
gpay perfume,Shopping
insurance premium,Bills
Atm withdrawal,Other
UDEMY,Education
bread,Groceries
Netflix,Entertainment
masala,Groceries
gift txn,Other
homestay,Travel
upi toothpaste,Groceries
toothpaste,Groceries
upi burger,Food
samosa,Food
Online course,Education
gadgets,Shopping
energy drink done,Food
maintenance fee,Bills
souvenirs rs 1267,Travel
Lab test,Health
Exam fee,Education
Diesel,Transport
fried rice,Food
water bill,Bills
gpay course fee 1648,Education
Lab test,Health
upi homestay,Travel
Netflix,Entertainment
PEN/PAPER,Education
petrol,Transport
upi college fee,Education
SHOES,Shopping
payment netflix,Entertainment
gpay snacks,Food
Gym membership,Health
exam fee pay,Education
PERFUME,Shopping
charity txn,Other
MISC EXPENSE,Other
gpay fruits 772,Groceries
TRAVEL INSURANCE,Travel
Haircut,Personal Care
gpay guided tour 413,Travel
paytm first aid,Health
PETROL,Transport
phonepe perfume 1274,Personal Care
dental care,Health
Laptop,Shopping
gpay udemy,Education
provision store rs 1599,Groceries
exam fee,Education
txn burger,Food
SUPPLEMENTS,Health
cafe latte,Food
upi pet care 1636,Other
resort,Travel
INTERNET BILL,Bills
BIKE SERVICE,Transport
Burger,Food
Game,Entertainment
Cinema,Entertainment
Water bill,Bills
MISC EXPENSE,Other
Laptop,Shopping
paid mobile,Shopping
exam fee,Education
gpay lunch,Food
GROOMING,Personal Care
upi souvenirs 1407,Travel
Checkup,Health
juice,Food
Internet bill,Bills
Interest payment,Other
dth recharge,Bills
TOLL,Transport
spent rapido,Transport
trip,Travel
Gaming currency,Entertainment
Mobile recharge,Bills
spent donation,Other
cake,Food
tea rs 2542,Food
PRIME VIDEO,Entertainment
Stationery,Shopping
Lab test,Health
stationery done,Shopping
Cab ride,Transport
DAL,Groceries
Netflix,Entertainment
Insurance premium,Bills
Checkup,Health
skincare,Personal Care
txn first aid,Health
Book purchase,Entertainment
PERFUME,Personal Care
checkup,Health
GYM MEMBERSHIP,Health
wifi bill pay,Bills
bank charges done,Other
SKINCARE,Personal Care
UBER,Transport
paid college fee,Education
Souvenirs,Travel
upi cab ride,Transport
Pet care,Other
FLIGHT TICKET,Travel
event ticket,Entertainment
Electronics,Shopping
Donation,Other
Certification,Education
bank charges rs 2664,Other
MAINTENANCE FEE,Bills
vegetables done,Groceries
paytm hotel booking 719,Travel
ELECTRONICS,Shopping
upi perfume 1624,Shopping
txn fried rice,Food
KITCHENWARE,Shopping
phonepe fried rice 1966,Food
rice rs 1684,Groceries
Petrol,Transport
first aid,Health
gpay course fee,Education
parotta done,Food
movie ticket rs 1525,Entertainment
payment donation,Other
PAROTTA,Food
Course fee,Education
cosmetics done,Personal Care
supermarket,Groceries
Hospital,Health
METRO TICKET,Transport
biryani,Food
fastag recharge,Transport
Biryani,Food
CHARITY,Other
SPA,Personal Care
SALON,Personal Care
VACATION,Travel
online course rs 2280,Education
RENT,Bills
coursera rs 1453,Education
SHOES,Shopping
laptop,Shopping
RENT,Bills
books,Education
moisturizer,Personal Care
YOGA CLASS,Health
TAX,Other
upi dental care,Health
COURSERA,Education
Tuition,Education
Tuition,Education
BUS TICKET,Transport
trip pay,Travel
vacation,Travel
Lab test,Health
homestay rs 943,Travel
paytm prime video,Entertainment
event ticket,Entertainment
face wash,Personal Care
toll,Transport
paid shoes,Shopping
shaving kit rs 2446,Personal Care
Gift,Other
upi online course 391,Education
skincare,Personal Care
gpay gym membership 1393,Health
GROCERY ITEMS,Groceries
gpay tuition 1724,Education
pen/paper done,Education
spent bank charges,Other
travel insurance,Travel
phonepe gas cylinder,Bills
yoga class rs 1228,Health
Checkup,Health
lab test,Health
course fee,Education
breakfast rs 2180,Food
rapido,Transport
paytm pet care 878,Other
Ev charging,Transport
TRAVEL INSURANCE,Travel
YOUTUBE PREMIUM,Entertainment
GIFT,Other
VACATION,Travel
BANK CHARGES,Other
upi netflix,Entertainment
dth recharge txn,Bills
flight ticket,Travel
GROOMING,Personal Care
FACE WASH,Personal Care
gpay checkup 1916,Health
paytm club entry,Entertainment
Street food,Food
perfume rs 1071,Personal Care
donation,Other
book purchase,Entertainment
bus ticket,Transport
Dth recharge,Bills
Mobile,Shopping
Internet bill,Bills
Vegetables,Groceries
perfume,Shopping
MISC EXPENSE,Other
stationery,Shopping
first aid rs 1188,Health
TAX,Other
chicken rice,Food
Electronics,Shopping
GIFT,Other
street food,Food
STREET FOOD,Food
Petrol,Transport
LAPTOP,Shopping
metro ticket txn,Transport
mobile rs 143,Shopping
Theme park,Entertainment
upi coursera,Education
Game,Entertainment
Coursera,Education
COURSERA,Education
College fee,Education
CONCERT,Entertainment
gaming currency,Entertainment
phonepe mobile recharge 1551,Bills
cab ride,Transport
upi flight ticket 637,Travel
STREET FOOD,Food
payment grocery items,Groceries
Dinner,Food
tuition,Education
COSMETICS,Personal Care
gaming currency txn,Entertainment
bike service txn,Transport
GROCERY ITEMS,Groceries
Bank charges,Other
TOOTHPASTE,Groceries
spent cinema,Entertainment
SUPPLEMENTS,Health
ONLINE COURSE,Education
bus ticket txn,Transport
donation,Other
LAPTOP,Shopping
perfume,Personal Care
txn medicine,Health
GAS CYLINDER,Bills
Dental care,Health
TUITION,Education
phonepe game 661,Entertainment
HOTEL BOOKING,Travel
dal pay,Groceries
online course rs 617,Education
game,Entertainment
DONATION,Other
gift,Other
Book purchase,Entertainment
CERTIFICATION,Education
paytm checkup,Health
txn masala,Groceries
paytm yoga class,Health
prime video,Entertainment
parotta,Food
tax,Other
interest payment,Other
salon,Personal Care
GYM MEMBERSHIP,Health
rice,Groceries
VACATION,Travel
postpaid bill,Bills
trip txn,Travel
Movie ticket,Entertainment
AUTO FARE,Transport
haircut rs 2346,Personal Care
INTEREST PAYMENT,Other
paytm car service,Transport
shampoo,Groceries
upi first aid 748,Health
Toothpaste,Groceries
Bank charges,Other
INTEREST PAYMENT,Other
netflix,Entertainment
CLUB ENTRY,Entertainment
Postpaid bill,Bills
MASALA,Groceries
Guided tour,Travel
course fee rs 1666,Education
energy drink,Food
MONTHLY PASS,Transport
lab test,Health
stationery,Shopping
home decor,Shopping
SUPPLEMENTS,Health
upi shampoo,Groceries
bus ticket,Transport
Pen/paper,Education
medicine rs 835,Health
spa rs 1898,Personal Care
BREAD,Groceries
Cosmetics,Personal Care
ATM WITHDRAWAL,Other
cosmetics,Personal Care
Bank charges,Other
supplements,Health
VACATION,Travel
WATER BILL,Bills
gpay flight ticket,Travel
Udemy,Education
Electronics,Shopping
Spa,Personal Care
Headphones,Shopping
Interest payment,Other
INSURANCE PREMIUM,Bills
bag,Shopping
COURSE FEE,Education
insurance premium txn,Bills
LUNCH,Food
RESORT,Travel
Fastag recharge,Transport
FLIPKART ORDER,Shopping
Laptop,Shopping
Supermarket,Groceries
MILK,Groceries
Cake,Food
Shoes,Shopping
Doctor visit,Health
upi exam fee 1989,Education
shaving kit,Personal Care
exam fee rs 696,Education
Bread,Groceries
shawarma,Food
Checkup,Health
salon rs 2679,Personal Care
CHARITY,Other
Tuition,Education
phonepe fastag recharge,Transport
Udemy,Education
lab test rs 2399,Health
supermarket,Groceries
Vegetables,Groceries
hospital,Health
upi concert,Entertainment
gpay salon 1781,Personal Care
txn pet care,Other
Bike service,Transport
water bill rs 357,Bills
donation pay,Other
Idly,Food
YOGA CLASS,Health
Vegetables,Groceries
CONCERT,Entertainment
txn pen/paper,Education
paytm tuition,Education
Toothpaste,Groceries
cinema done,Entertainment
gift items rs 1870,Shopping
Skincare,Personal Care
txn electricity bill,Bills
FACE WASH,Personal Care
course fee,Education
rice pay,Groceries
Vegetables,Groceries
Hotel booking,Travel
GIFT,Other
gpay souvenirs 1176,Travel
MYNTRA,Shopping
skincare rs 1793,Personal Care
upi scan,Health
GIFT ITEMS,Shopping
GADGETS,Shopping
BREAD,Groceries
ENERGY DRINK,Food
vacation,Travel
theme park rs 325,Entertainment
energy drink,Food
pet care,Other
gpay fruits 301,Groceries
HAIRCUT,Personal Care
Gas cylinder,Bills
pen/paper rs 1477,Education
phonepe college fee 755,Education
Cooking oil,Groceries
Water bill,Bills
online course rs 1588,Education
Cinema,Entertainment
Tax,Other
provision store,Groceries
Amazon order,Shopping
pharmacy,Health
exam fee,Education
medicine,Health
MILKSHAKE,Food
CLOTHES,Shopping
DENTAL CARE,Health
BUS TICKET,Transport
Book purchase,Entertainment
gym membership,Health
Shoes,Shopping
event ticket done,Entertainment
idly,Food
souvenirs,Travel
course fee,Education
gpay moisturizer 1354,Personal Care
shampoo rs 2097,Groceries
interest payment,Other
Dosa,Food
Game,Entertainment
CHECKUP,Health
supermarket rs 1268,Groceries
books rs 2861,Education
Ev charging,Transport
souvenirs rs 1521,Travel
event ticket,Entertainment
COLLEGE FEE,Education
Amazon order,Shopping
ice cream,Food
watch,Shopping
ENERGY DRINK,Food
Vegetables,Groceries
mobile recharge,Bills
BREAD,Groceries
INTEREST PAYMENT,Other
concert txn,Entertainment
sandwich,Food
DTH RECHARGE,Bills
Cab ride,Transport
Books,Education
Uber,Transport
Bike service,Transport
fuel,Transport
amazon order txn,Shopping
paytm masala 998,Groceries
RENT,Bills
Dth recharge,Bills
UBER,Transport
YOUTUBE PREMIUM,Entertainment
perfume,Personal Care
Gadgets,Shopping
netflix,Entertainment
paytm provision store 1373,Groceries
DINNER,Food
PARKING,Transport
Misc expense,Other
gym membership,Health
Guided tour,Travel
Doctor visit,Health
Gaming currency,Entertainment
Lunch,Food
Certification,Education
Metro ticket,Transport
txn misc expense,Other
Supermarket,Groceries
bus ticket,Transport
DINNER,Food
paytm haircut,Personal Care
shampoo,Groceries
Haircut,Personal Care
payment gadgets,Shopping
grocery items,Groceries
UBER,Transport
Bread,Groceries
phonepe bank charges 94,Other
PET CARE,Other
ola,Transport
event ticket,Entertainment
EVENT TICKET,Entertainment
rice,Groceries
insurance premium txn,Bills
Atm withdrawal,Other
gpay grocery items 1658,Groceries
yoga class,Health
Cafe latte,Food
dth recharge,Bills
Resort,Travel
Car service,Transport
Postpaid bill,Bills
Cinema,Entertainment
ENERGY DRINK,Food
upi dal,Groceries
phonepe trip,Travel
STREET FOOD,Food
Movie ticket,Entertainment
GIFT,Other
CINEMA,Entertainment
cinema,Entertainment
Electricity bill,Bills
skincare,Personal Care
bread,Groceries
bike service,Transport
youtube premium,Entertainment
tax rs 906,Other
Shoes,Shopping
Charity,Other
coke,Food
PIZZA,Food
Pen/paper,Education
SHAVING KIT,Personal Care
Charity,Other
Shampoo,Groceries
electricity bill pay,Bills
pen/paper,Education
coffee txn,Food
College fee,Education
medicine,Health
Cosmetics,Personal Care
TRIP,Travel
FUEL,Transport
theme park,Entertainment
Misc expense,Other
PET CARE,Other
Provision store,Groceries
gpay donation,Other
fastag recharge done,Transport
bike service,Transport
Bank charges,Other
INSURANCE PREMIUM,Bills
burger pay,Food
trip rs 2407,Travel
dth recharge txn,Bills
momos,Food
online course,Education
Flipkart order,Shopping
Headphones,Shopping
game,Entertainment
RESORT,Travel
SPA,Personal Care
tuition txn,Education
Dal,Groceries
event ticket,Entertainment
scan,Health
Cake,Food
Coke,Food
upi parotta,Food
medicine,Health
BURGER,Food
first aid rs 2854,Health
CHARITY,Other
txn dosa,Food
txn cooking oil,Groceries
Rice,Groceries
dal,Groceries
paid parking,Transport
netflix,Entertainment
TRAVEL INSURANCE,Travel
charity,Other
gadgets,Shopping
txn pen/paper,Education
Exam fee,Education
txn coursera,Education
ENERGY DRINK,Food
paid cosmetics,Personal Care
Amazon order,Shopping
Mobile recharge,Bills
Medicine,Health
Shampoo,Groceries
Cosmetics,Personal Care
Street food,Food
Postpaid bill,Bills
headphones,Shopping
exam fee rs 1079,Education
upi clothes,Shopping
TRAVEL INSURANCE,Travel
Bank charges,Other
FIRST AID,Health
txn concert,Entertainment
Detergent,Groceries
LAPTOP,Shopping
paytm brunch,Food
paytm parotta,Food
prime video rs 1888,Entertainment
Checkup,Health
TUITION,Education
medicine,Health
paytm course fee 241,Education
PROVISION STORE,Groceries
college fee,Education
SOAP,Groceries
rent done,Bills
Haircut,Personal Care
SALON,Personal Care
BOOK PURCHASE,Entertainment
Postpaid bill,Bills
Ev charging,Transport
FIRST AID,Health
GAME,Entertainment
Moisturizer,Personal Care
payment provision store,Groceries
paid resort,Travel
Dth recharge,Bills
paid flight ticket,Travel
guided tour rs 2808,Travel
BIKE SERVICE,Transport
clothes rs 754,Shopping
ev charging rs 2356,Transport
postpaid bill done,Bills
gpay dinner 1322,Food
subscription,Entertainment
Gift,Other
Laptop,Shopping
phonepe milk,Groceries
dinner,Food
trip,Travel
Ola,Transport
Masala,Groceries
Tuition,Education
MOVIE TICKET,Entertainment
PHARMACY,Health
MOBILE,Shopping
metro ticket,Transport
paytm breakfast,Food
paytm tax,Other
gpay course fee,Education
Salon,Personal Care
SHAVING KIT,Personal Care
bike taxi,Transport
gpay interest payment,Other
Cafe latte,Food
COLLEGE FEE,Education
atm withdrawal,Other
payment auto fare,Transport
resort,Travel
Shampoo,Groceries
Ice cream,Food
provision store,Groceries
upi interest payment,Other
soap,Groceries
upi cooking oil 1166,Groceries
NETFLIX,Entertainment
soap,Groceries
udemy,Education
gpay breakfast,Food
course fee rs 1912,Education
Youtube premium,Entertainment
Fruits,Groceries
SHAMPOO,Groceries
Amazon order,Shopping
THEME PARK,Entertainment
paid theme park,Entertainment
trip,Travel
Petrol,Transport
PRIME VIDEO,Entertainment
txn moisturizer,Personal Care
hotel booking pay,Travel
Spotify,Entertainment
GAS CYLINDER,Bills
WATER BILL,Bills
cab ride,Transport
PERFUME,Shopping
NETFLIX,Entertainment
gpay stationery,Shopping
MISC EXPENSE,Other
Books,Education
paytm course fee,Education
TRIP,Travel
event ticket,Entertainment
phonepe energy drink,Food
YOGA CLASS,Health
cake done,Food
RAPIDO,Transport
college fee,Education
VEGETABLES,Groceries
rapido,Transport
YOGA CLASS,Health
Car service,Transport
Insurance premium,Bills
burger rs 2180,Food
Bank charges,Other
Fuel,Transport
water bill,Bills
youtube premium rs 887,Entertainment
Bread,Groceries
paytm netflix 1689,Entertainment
paid pet care,Other
COLLEGE FEE,Education
hotel booking,Travel
phonepe sandwich,Food
paytm pharmacy 1669,Health
bag,Shopping
paytm lab test 394,Health
perfume,Shopping
hotel booking,Travel
coursera,Education
YOGA CLASS,Health
books,Education
cooking oil,Groceries
gym membership,Health
Book purchase,Entertainment
clothes,Shopping
BREAKFAST,Food
Online course,Education
books rs 228,Education
GAMING CURRENCY,Entertainment
paytm charity 1458,Other
upi flight ticket,Travel
gpay atm withdrawal,Other
Water bill,Bills
resort,Travel
Pen/paper,Education
gpay gas cylinder 539,Bills
HOSPITAL,Health
FLIGHT TICKET,Travel
YOGA CLASS,Health
cab ride,Transport
Auto fare,Transport
Momos,Food
Myntra,Shopping
Watch,Shopping
concert,Entertainment
Myntra,Shopping
watch pay,Shopping
Myntra,Shopping
spa rs 210,Personal Care
perfume,Shopping
Wifi bill,Bills
Souvenirs,Travel
TUITION,Education
street food,Food
dosa,Food
bag,Shopping
energy drink,Food
Moisturizer,Personal Care
masala rs 2436,Groceries
Detergent,Groceries
movie ticket,Entertainment
Diesel,Transport
EVENT TICKET,Entertainment
headphones,Shopping
upi trip 828,Travel
gpay gift,Other
shaving kit done,Personal Care
Samosa,Food
SOUVENIRS,Travel
Electronics,Shopping
Certification,Education
Bike service,Transport
WATER BILL,Bills
Trip,Travel
gym membership,Health
Pizza,Food
shaving kit txn,Personal Care
BURGER,Food
insurance premium,Bills
Juice,Food
BOOK PURCHASE,Entertainment
milk done,Groceries
Insurance premium,Bills
RAPIDO,Transport
FACE WASH,Personal Care
Provision store,Groceries
charity,Other
monthly pass,Transport
coursera,Education
SUPERMARKET,Groceries
skincare,Personal Care
MOVIE TICKET,Entertainment
shaving kit,Personal Care
upi dth recharge,Bills
yoga class,Health
provision store rs 697,Groceries
flight ticket,Travel
UDEMY,Education
Vacation,Travel
PETROL,Transport
Vacation,Travel
event ticket,Entertainment
bank charges,Other
books,Education
college fee,Education
phonepe metro ticket,Transport
Moisturizer,Personal Care
exam fee rs 1237,Education
MAINTENANCE FEE,Bills
Travel insurance,Travel
udemy done,Education
youtube premium,Entertainment
upi fastag recharge,Transport
GAME,Entertainment
Gadgets,Shopping
txn snacks,Food
gift rs 2119,Other
Shaving kit,Personal Care
Metro ticket,Transport
Fuel,Transport
gpay milkshake,Food
checkup rs 2667,Health
fruits,Groceries
college fee done,Education
sandwich,Food
face wash,Personal Care
Coffee,Food
HAIRCUT,Personal Care
Exam fee,Education
spent ola,Transport
parking,Transport
INTEREST PAYMENT,Other
game done,Entertainment
HOSPITAL,Health
cosmetics,Personal Care
tuition rs 765,Education
FUEL,Transport
Electronics,Shopping
gpay bank charges,Other
MILK,Groceries
FRUITS,Groceries
perfume,Shopping
MOBILE,Shopping
Vacation,Travel
clothes,Shopping
GROCERY ITEMS,Groceries
Event ticket,Entertainment
coursera rs 704,Education
RESORT,Travel
LAB TEST,Health
Street food,Food
Shampoo,Groceries
Udemy,Education
milk,Groceries
PET CARE,Other
upi salon 520,Personal Care
paytm coursera,Education
WATER BILL,Bills
TAX,Other
TRIP,Travel
interest payment rs 2326,Other
PERFUME,Shopping
INTERNET BILL,Bills
Grooming,Personal Care
mobile,Shopping
txn snacks,Food
tuition rs 1103,Education
txn charity,Other
electronics txn,Shopping
phonepe breakfast,Food
Pen/paper,Education
soap,Groceries
Tax,Other
RESORT,Travel
Game,Entertainment
ELECTRONICS,Shopping
exam fee rs 2855,Education
paytm gadgets 1069,Shopping
DETERGENT,Groceries
trip,Travel
COURSERA,Education
vacation,Travel
LAPTOP,Shopping
Supermarket,Groceries
flight ticket,Travel
metro ticket rs 284,Transport
RENT,Bills
grooming,Personal Care
bank charges rs 1192,Other
spent face wash,Personal Care
mobile recharge,Bills
vegetables,Groceries
brunch,Food
VACATION,Travel
donation,Other
movie ticket,Entertainment
gpay pet care 822,Other
upi scan,Health
homestay txn,Travel
lab test,Health
phonepe milk 211,Groceries
guided tour,Travel
perfume,Shopping
gpay gift items 1705,Shopping
PET CARE,Other
spent travel insurance,Travel
Guided tour,Travel
SPA,Personal Care
pharmacy,Health
doctor visit,Health
YOGA CLASS,Health
spotify rs 1372,Entertainment
online course,Education
gpay vacation 1429,Travel
Donation,Other
hospital done,Health
Grooming,Personal Care
Perfume,Shopping
payment youtube premium,Entertainment
SPA,Personal Care
upi burger 629,Food
SKINCARE,Personal Care
salon,Personal Care
CHARITY,Other
Books,Education
exam fee,Education
headphones,Shopping
souvenirs rs 1665,Travel
college fee done,Education
Insurance premium,Bills
milk pay,Groceries
Home decor,Shopping
fried rice rs 224,Food
souvenirs,Travel
Myntra,Shopping
upi resort 1239,Travel
Coffee,Food
atm withdrawal,Other
Clothes,Shopping
Bread,Groceries
Online course,Education
first aid rs 2029,Health
payment milk,Groceries
gpay lunch,Food
Yoga class,Health
GIFT,Other
fastag recharge,Transport
paytm guided tour,Travel
paytm pet care,Other
bread,Groceries
Gift,Other
Dth recharge,Bills
bank charges,Other
SKINCARE,Personal Care
detergent,Groceries
Vacation,Travel
stationery,Shopping
guided tour rs 2943,Travel
fruits pay,Groceries
gym membership rs 2485,Health
CINEMA,Entertainment
Bag,Shopping
COSMETICS,Personal Care
txn electricity bill,Bills
Headphones,Shopping
street food,Food
Lunch,Food
travel insurance done,Travel
brunch rs 2412,Food
Atm withdrawal,Other
paid bike service,Transport
COURSERA,Education
phonepe spa,Personal Care
yoga class done,Health
paytm bank charges 1368,Other
Hospital,Health
CERTIFICATION,Education
shaving kit,Personal Care
train ticket,Transport
bread,Groceries
cab ride rs 780,Transport
vegetables,Groceries
Resort,Travel
Udemy,Education
checkup,Health
SPA,Personal Care
brunch,Food
Lab test,Health
event ticket rs 2912,Entertainment
doctor visit,Health
DOCTOR VISIT,Health
KITCHENWARE,Shopping
shaving kit,Personal Care
Netflix,Entertainment
BREAKFAST,Food
Interest payment,Other
LAPTOP,Shopping
Moisturizer,Personal Care
bike taxi,Transport
watch,Shopping
vacation,Travel
Bank charges,Other
doctor visit done,Health
Tuition,Education
paytm soap,Groceries
payment rice,Groceries
vacation,Travel
laptop,Shopping
dental care,Health
charity done,Other
CLUB ENTRY,Entertainment
txn hotel booking,Travel
FIRST AID,Health
CHECKUP,Health
PARKING,Transport
gpay dth recharge 1349,Bills
mobile recharge,Bills
Spotify,Entertainment
travel insurance pay,Travel
YOUTUBE PREMIUM,Entertainment
DOCTOR VISIT,Health
resort,Travel
ola,Transport
METRO TICKET,Transport
First aid,Health
wifi bill,Bills
scan rs 1924,Health
Donation,Other
FACE WASH,Personal Care
Exam fee,Education
payment water bill,Bills
phonepe donation 196,Other
Spotify,Entertainment
MAINTENANCE FEE,Bills
txn youtube premium,Entertainment
txn face wash,Personal Care
milk rs 2823,Groceries
water bill,Bills
