expenseName,expenseCategory
insta semester fee expense,Education
insta shawarma fee,Food
daily eggs recharge,Groceries
quick bread purchase,Groceries
insta doctor visit recharge,Health
quick bonus amount expense,Salary
urgent share auto,Transport
urgent coursera subscription subscription,Education
online react course recharge,Education
late night salon expense fee,Personal Care
tuition fee order,Education
insta flat rent recharge,Rent
insta dal order,Groceries
extra biryani expense,Food
extra shampoo,Personal Care
bread omelette purchase,Food
monthly jeans premium,Shopping
late night trading money payment,Investment
quick pizza subscription,Food
quick trip expense bill,Travel
extra fine amount bill,Others
extra repair work expense,Others
insta uber auto expense,Transport
quick local train bill,Transport
monthly monthly salary fee,Salary
daily postpaid bill purchase,Bills
urgent netflix bill,Entertainment
quick misc expense payment,Others
extra coffee recharge,Food
insta biryani order,Food
online flat rent recharge,Rent
online coffee bill,Food
extra usb cable bill,Shopping
quick nail cutter payment,Personal Care
insta shampoo payment,Personal Care
monthly eggs fee,Groceries
online atta bill,Groceries
monthly juice,Food
daily oil packet subscription,Groceries
airtel recharge fee,Bills
monthly house rent payment,Rent
insta eye test purchase,Health
online rent payment fee,Rent
online butter bill,Groceries
urgent tea order,Food
quick trip expense recharge,Travel
online flight ticket order,Travel
monthly perfume order,Personal Care
trip food payment,Travel
insta health checkup subscription,Health
urgent bank penalty,Others
urgent hostel rent recharge,Rent
trip food payment,Travel
metro subscription,Transport
daily coursera subscription order,Education
monthly water bill recharge,Bills
urgent movie ticket bill,Entertainment
insta tshirt subscription,Shopping
monthly tour package purchase,Travel
monthly dress order,Shopping
quick rent payment order,Rent
spotify premium,Entertainment
extra tshirt premium,Shopping
insta unexpected expense expense,Others
online bag bill,Shopping
daily room rent,Rent
unexpected expense purchase,Others
quick fuel refill payment,Transport
insta python course fee,Education
chicken recharge,Groceries
extra toiletries recharge,Personal Care
quick local train fee,Transport
zerodha order,Investment
extra exam fee,Education
online dress recharge,Shopping
monthly credit card bill order,Bills
insta shirt payment,Shopping
urgent medicine order,Health
bigbasket bill,Groceries
insta pizza,Food
online fish bill,Groceries
late night water bill subscription,Bills
eggs payment,Groceries
urgent lunch fee,Food
extra gold investment fee,Investment
flipkart shopping subscription,Shopping
insta youtube premium purchase,Entertainment
online doctor visit premium,Health
online fish expense,Groceries
daily usb cable subscription,Shopping
extra medicine,Health
extra cheese recharge,Groceries
daily internship stipend expense,Salary
auto fare payment,Transport
quick postpaid bill fee,Bills
urgent helmet subscription,Shopping
eb bill expense,Bills
quick mutual fund subscription,Investment
daily bonus amount premium,Salary
quick salary income subscription,Salary
extra cake recharge,Food
insta airtel recharge fee,Bills
perfume expense,Personal Care
online cheese order,Groceries
late night soap bill,Personal Care
quick broadband bill fee,Bills
late night amazon order payment,Shopping
insta bonus amount payment,Salary
late night rice,Groceries
quick salon expense bill,Personal Care
quick dental checkup purchase,Health
quick kfc order,Food
monthly flipkart shopping premium,Shopping
online bank penalty order,Others
insta salary credited payment,Salary
steam games order,Entertainment
online house rent payment,Rent
urgent metro recharge,Transport
daily amazon prime expense,Entertainment
extra salary deposit payment,Salary
late night parking fee bill,Transport
late night rent payment order,Rent
online spotify premium subscription,Entertainment
extra ola cab bill,Transport
daily salary deposit fee,Salary
extra cycle cover purchase,Shopping
donation subscription,Others
daily youtube premium,Entertainment
monthly wedding gift,Gifts
quick udemy course bill,Education
online cash given order,Others
unknown expense purchase,Others
late night dinner premium,Food
insta keyboard payment,Shopping
online vacation cab,Travel
insta cycle cover payment,Shopping
late night jeans subscription,Shopping
extra unknown expense bill,Others
online gift card recharge,Gifts
late night cycle cover expense,Shopping
quick nail cutter premium,Personal Care
late night hair cut recharge,Personal Care
online resort booking order,Travel
quick steam games purchase,Entertainment
online subscription payment purchase,Bills
online paneer recharge,Groceries
coursera subscription purchase,Education
quick udemy course bill,Education
insta hostel rent premium,Rent
quick uber auto,Transport
late night pubg uc subscription,Entertainment
urgent dth recharge expense,Bills
online room rent,Rent
daily paneer expense,Groceries
monthly salary payment,Salary
extra vitamin tablets,Health
extra credit card bill bill,Bills
insta subscription payment fee,Bills
insta trip expense purchase,Travel
daily kfc premium,Food
urgent dal recharge,Groceries
extra laptop stand premium,Shopping
quick movie ticket recharge,Entertainment
instamart subscription,Groceries
late night milk purchase,Groceries
daily charger bill,Shopping
subscription payment premium,Bills
urgent shirt expense,Shopping
late night exam fee bill,Education
cash received subscription,Others
monthly fish fee,Groceries
urgent tea expense,Food
late night surprise gift subscription,Gifts
insta free fire diamonds bill,Entertainment
insta mutual fund expense,Investment
extra bank penalty subscription,Others
online crypto investment purchase,Investment
online dominos recharge,Food
vacation cab purchase,Travel
late night mess fee order,Food
online company salary payment,Salary
urgent salon expense order,Personal Care
insta friend gift recharge,Gifts
urgent pg rent subscription,Rent
urgent sugar purchase,Groceries
urgent honeymoon trip bill,Travel
insta metro,Transport
daily auto fare fee,Transport
extra concert ticket subscription,Entertainment
late night myntra order fee,Shopping
late night outstation train recharge,Travel
online lunch bill,Food
late night zomato order,Food
internship stipend bill,Salary
extra dosa subscription,Food
quick health checkup subscription,Health
urgent bread omelette fee,Food
extra vegetables fee,Groceries
online youtube premium premium,Entertainment
urgent cab fare bill,Transport
monthly tea purchase,Food
laptop stand,Shopping
quick pg rent recharge,Rent
dal order,Groceries
online vegetables bill,Groceries
charger order,Shopping
late night coursera subscription subscription,Education
quick monthly salary,Salary
online crypto investment premium,Investment
quick college fee bill,Education
gaming purchase,Entertainment
urgent vacation cab payment,Travel
quick book purchase bill,Education
book purchase subscription,Education
urgent eb bill recharge,Bills
online dress order,Shopping
insta notes xerox,Education
urgent salary credited subscription,Salary
company salary expense,Salary
late night fuel refill,Transport
urgent bonus amount,Salary
insta cheese subscription,Groceries
quick pg rent recharge,Rent
extra udemy course,Education
hospital bill,Health
online bitcoin expense,Investment
late night share auto expense,Transport
monthly pg rent premium,Rent
insta bank penalty payment,Others
quick cash given,Others
quick shirt fee,Shopping
late night honeymoon trip bill,Travel
urgent skin care fee,Personal Care
daily crypto investment bill,Investment
daily soap premium,Personal Care
quick stationery premium,Shopping
urgent amazon prime bill,Entertainment
online pg rent bill,Rent
quick postpaid bill order,Bills
helmet payment,Shopping
extra free fire diamonds fee,Entertainment
honeymoon trip bill,Travel
online shoes order,Shopping
quick bag purchase,Shopping
monthly shirt subscription,Shopping
urgent steam games premium,Entertainment
dress fee,Shopping
hair cut premium,Personal Care
monthly loan emi premium,Bills
late night rent payment,Rent
shawarma recharge,Food
urgent myntra order bill,Shopping
late night bonus amount premium,Salary
resort booking subscription,Travel
tuition fee payment,Education
urgent bread fee,Groceries
extra myntra order bill,Shopping
online trip expense purchase,Travel
urgent family gift order,Gifts
online pg rent order,Rent
online diesel expense,Transport
urgent karaoke order,Entertainment
insta tour package order,Travel
monthly idli bill,Food
monthly eye test purchase,Health
late night lunch fee,Food
urgent shirt premium,Shopping
urgent diesel expense,Transport
urgent bus ticket premium,Transport
quick flipkart shopping recharge,Shopping
daily paneer order,Groceries
daily shirt fee,Shopping
urgent hotel booking payment,Travel
late night mouse bill,Shopping
late night gym fee order,Health
monthly rent payment recharge,Rent
daily amazon order premium,Shopping
insta flat rent premium,Rent
insta loan emi purchase,Bills
daily dinner premium,Food
extra idli order,Food
daily jio recharge premium,Bills
insta dth recharge premium,Bills
monthly mutual fund subscription,Investment
online taxi fare,Transport
etf purchase payment,Investment
quick myntra order bill,Shopping
quick pizza order,Food
daily uber auto order,Transport
insta shirt recharge,Shopping
monthly share auto payment,Transport
insta gym fee fee,Health
notes xerox,Education
daily pubg uc bill,Entertainment
wedding gift purchase,Gifts
late night charger subscription,Shopping
monthly dinner purchase,Food
monthly salary deposit bill,Salary
late night unknown expense expense,Others
late night flat rent fee,Rent
late night cycle cover payment,Shopping
late night mutual fund fee,Investment
late night book purchase bill,Education
insta toiletries,Personal Care
flight ticket fee,Travel
urgent stationery expense,Shopping
daily music subscription purchase,Entertainment
monthly swiggy order premium,Food
online online course purchase,Education
insta gym fee order,Health
quick shoes order,Shopping
urgent birthday gift subscription,Gifts
daily parking fee bill,Transport
urgent canteen food payment,Food
quick outstation train fee,Travel
quick misc expense payment,Others
insta bike petrol subscription,Transport
daily mouse purchase,Shopping
urgent amazon prime,Entertainment
charger,Shopping
quick outstation train purchase,Travel
daily mouse expense,Shopping
online surprise gift,Gifts
monthly dosa fee,Food
urgent chicken order,Groceries
online diesel payment,Transport
online bigbasket subscription,Groceries
hair cut order,Personal Care
insta internet recharge recharge,Bills
quick hotstar payment,Entertainment
oil packet purchase,Groceries
extra dental checkup purchase,Health
extra dress recharge,Shopping
extra clinic fee purchase,Health
monthly cash given subscription,Others
online mouse order,Shopping
late night body spray recharge,Personal Care
insta travel bag payment,Travel
dinner,Food
extra shirt payment,Shopping
late night skin care fee,Personal Care
monthly cake expense,Food
quick wifi bill purchase,Bills
monthly online course,Education
insta dominos purchase,Food
daily nail cutter bill,Personal Care
quick clinic fee purchase,Health
cake order,Food
urgent kfc recharge,Food
online donation payment,Others
extra internet recharge fee,Bills
late night milk expense,Groceries
insta house rent bill,Rent
daily udemy course subscription,Education
online loan emi subscription,Bills
late night apollo pharmacy purchase,Health
urgent concert ticket subscription,Entertainment
daily dental checkup premium,Health
extra body spray bill,Personal Care
insta medical shop order,Health
online tea premium,Food
insta dominos premium,Food
cycle cover bill,Shopping
monthly bread omelette purchase,Food
daily uber auto recharge,Transport
monthly instamart premium,Groceries
quick jeans,Shopping
juice recharge,Food
online holiday booking recharge,Travel
extra jeans order,Shopping
urgent unknown expense recharge,Others
late night donation premium,Others
urgent udemy course payment,Education
swiggy order recharge,Food
late night monthly rent fee,Rent
daily fine amount bill,Others
online charger recharge,Shopping
daily juice payment,Food
dmart order,Groceries
usb cable subscription,Shopping
monthly shampoo premium,Personal Care
online music subscription,Entertainment
quick subway recharge,Food
insta shoes expense,Shopping
extra bitcoin order,Investment
house rent fee,Rent
monthly semester fee,Education
late night water bill subscription,Bills
daily shawarma purchase,Food
late night service charge,Others
late night dal purchase,Groceries
late night eggs subscription,Groceries
online free fire diamonds premium,Entertainment
daily medical shop subscription,Health
insta mess fee purchase,Food
surprise gift premium,Gifts
extra random payment bill,Others
insta steam games payment,Entertainment
quick wedding gift payment,Gifts
online share auto bill,Transport
urgent fine amount premium,Others
quick instamart fee,Groceries
extra tuition fee,Education
urgent birthday gift expense,Gifts
extra bread omelette,Food
parking fee order,Transport
daily bike service bill,Transport
late night lunch premium,Food
monthly dosa subscription,Food
late night spotify premium bill,Entertainment
late night eggs purchase,Groceries
urgent auto fare order,Transport
online honeymoon trip payment,Travel
family gift bill,Gifts
urgent react course recharge,Education
online watch recharge,Shopping
online bus ticket recharge,Transport
daily pubg uc payment,Entertainment
quick amazon prime,Entertainment
late night tea fee,Food
monthly flipkart shopping expense,Shopping
monthly keyboard purchase,Shopping
monthly biryani bill,Food
monthly flight ticket,Travel
online health checkup premium,Health
extra water bill order,Bills
monthly steam games order,Entertainment
daily dth recharge order,Bills
monthly book purchase purchase,Education
extra bag order,Shopping
online misc expense expense,Others
online movie ticket payment,Entertainment
laptop stand expense,Shopping
watch expense,Shopping
insta tshirt recharge,Shopping
online electricity bill fee,Bills
daily clinic fee expense,Health
insta chicken rice recharge,Food
daily vegetables subscription,Groceries
extra trading money recharge,Investment
monthly charger recharge,Shopping
online rent payment,Rent
late night laptop stand order,Shopping
metro payment,Transport
apartment rent premium,Rent
daily salary deposit recharge,Salary
quick notes xerox order,Education
insta fruits premium,Groceries
parotta order,Food
daily hotstar,Entertainment
music subscription subscription,Entertainment
quick butter payment,Groceries
urgent bitcoin expense,Investment
late night tuition fee expense,Education
daily trading money order,Investment
monthly dress expense,Shopping
daily bike service subscription,Transport
quick clinic fee order,Health
urgent chicken purchase,Groceries
quick monthly salary order,Salary
daily family gift purchase,Gifts
quick bitcoin expense,Investment
urgent resort booking premium,Travel
monthly helmet premium,Shopping
online course recharge,Education
netflix payment,Entertainment
daily shoes,Shopping
quick helmet expense,Shopping
monthly nail cutter bill,Personal Care
online parotta purchase,Food
insta cash given subscription,Others
online earbuds bill,Shopping
daily fruits payment,Groceries
urgent hotstar,Entertainment
daily cash given expense,Others
online oil packet bill,Groceries
monthly jeans fee,Shopping
online salon expense bill,Personal Care
online groww investment recharge,Investment
daily gift card payment,Gifts
late night milk,Groceries
quick zerodha payment,Investment
online vegetables bill,Groceries
monthly cash received order,Others
monthly chicken subscription,Groceries
quick postpaid bill order,Bills
daily ml course order,Education
insta shoes premium,Shopping
online subway payment,Food
urgent notes xerox purchase,Education
quick donation subscription,Others
online ice cream bill,Food
daily cycle cover recharge,Shopping
tuition fee subscription,Education
late night netflix purchase,Entertainment
quick bitcoin bill,Investment
quick kfc fee,Food
online coffee purchase,Food
insta uber auto expense,Transport
extra loan emi bill,Bills
daily coffee subscription,Food
bike service fee,Transport
monthly honeymoon trip subscription,Travel
daily book purchase bill,Education
online bigbasket order,Groceries
daily karaoke purchase,Entertainment
late night flat rent subscription,Rent
daily semester fee,Education
insta laptop stand recharge,Shopping
online salt fee,Groceries
extra birthday gift subscription,Gifts
biryani purchase,Food
monthly free fire diamonds expense,Entertainment
insta holiday booking bill,Travel
urgent etf purchase payment,Investment
late night amazon order bill,Shopping
monthly loan emi expense,Bills
daily donation premium,Others
extra dental checkup subscription,Health
biryani bill,Food
extra salary income,Salary
quick shawarma,Food
urgent flat rent subscription,Rent
online pubg uc order,Entertainment
extra loan emi payment,Bills
insta airtel recharge order,Bills
monthly bag recharge,Shopping
extra wifi bill payment,Bills
urgent netflix subscription,Entertainment
extra mobile cover bill,Shopping
extra chicken,Groceries
late night earbuds bill,Shopping
insta credit card bill premium,Bills
late night mouse bill,Shopping
extra bag fee,Shopping
milk payment,Groceries
online flat rent premium,Rent
monthly udemy course fee,Education
late night water bill payment,Bills
insta exam fee order,Education
insta dosa,Food
urgent parking fee subscription,Transport
monthly makeup kit order,Personal Care
insta rent payment purchase,Rent
gym fee purchase,Health
online vegetables premium,Groceries
urgent dosa,Food
online bus ticket payment,Transport
late night dinner payment,Food
monthly local train purchase,Transport
quick subscription payment premium,Bills
monthly vacation cab premium,Travel
monthly clinic fee payment,Health
late night rapido order,Transport
online spotify premium premium,Entertainment
quick ice cream fee,Food
insta protein powder expense,Health
daily repair work expense,Others
quick tour package subscription,Travel
extra share auto subscription,Transport
extra postpaid bill recharge,Bills
daily unexpected expense,Others
monthly dress fee,Shopping
daily stationery premium,Shopping
train pass fee,Transport
late night donation purchase,Others
urgent charger fee,Shopping
insta eb bill recharge,Bills
daily flipkart shopping bill,Shopping
extra water bill,Bills
urgent music subscription payment,Entertainment
cab fare,Transport
monthly bank penalty,Others
urgent parking fee,Transport
online cab fare,Transport
monthly bank penalty subscription,Others
late night canteen food purchase,Food
monthly gift wrap purchase,Gifts
holiday booking order,Travel
insta resort booking order,Travel
monthly jeans order,Shopping
bike petrol premium,Transport
daily usb cable fee,Shopping
daily jio recharge order,Bills
face wash,Personal Care
late night body spray bill,Personal Care
quick salon expense subscription,Personal Care
jeans bill,Shopping
extra random payment expense,Others
late night dominos,Food
eye test,Health
monthly cake purchase,Food
extra bitcoin fee,Investment
clinic fee expense,Health
daily subscription payment premium,Bills
quick mobile cover bill,Shopping
quick auto fare order,Transport
keyboard,Shopping
honeymoon trip purchase,Travel
bitcoin bill,Investment
quick gas bill premium,Bills
online honeymoon trip purchase,Travel
bag purchase,Shopping
vitamin tablets order,Health
room rent premium,Rent
earbuds order,Shopping
late night fuel refill expense,Transport
late night unknown expense purchase,Others
company salary recharge,Salary
online diesel recharge,Transport
urgent canteen food subscription,Food
online apartment rent payment,Rent
monthly college fee expense,Education
late night friend gift,Gifts
extra bigbasket purchase,Groceries
extra idli recharge,Food
monthly book purchase premium,Education
urgent laptop stand expense,Shopping
internet recharge order,Bills
quick amazon order purchase,Shopping
quick misc expense premium,Others
monthly subway,Food
insta canteen food premium,Food
monthly parking fee bill,Transport
insta cash given fee,Others
late night react course purchase,Education
trading money payment,Investment
insta fine amount order,Others
monthly vacation cab premium,Travel
daily dosa premium,Food
online dth recharge payment,Bills
urgent salary credited bill,Salary
daily stationery recharge,Shopping
urgent petrol recharge,Transport
extra gift purchase expense,Gifts
late night bus ticket premium,Transport
urgent fuel refill fee,Transport
quick dinner,Food
mouse order,Shopping
late night trip food fee,Travel
monthly nail cutter recharge,Personal Care
quick juice payment,Food
insta mutual fund recharge,Investment
late night vegetables order,Groceries
online youtube premium fee,Entertainment
soap recharge,Personal Care
insta shirt purchase,Shopping
insta fruits expense,Groceries
urgent outstation train expense,Travel
medical shop premium,Health
train pass subscription,Transport
monthly hotel booking recharge,Travel
metro,Transport
urgent trip food order,Travel
monthly udemy course,Education
urgent wifi bill expense,Bills
quick bread expense,Groceries
monthly service charge premium,Others
monthly hotstar,Entertainment
urgent hostel rent expense,Rent
late night repair work payment,Others
online certification fee,Education
late night python course purchase,Education
insta broadband bill subscription,Bills
monthly hair cut purchase,Personal Care
daily mobile recharge,Bills
monthly mouse recharge,Shopping
daily health checkup payment,Health
quick mess fee fee,Food
urgent mouse payment,Shopping
online mobile cover expense,Shopping
online cake order,Food
late night anniversary gift expense,Gifts
notes xerox purchase,Education
concert ticket recharge,Entertainment
monthly youtube premium purchase,Entertainment
late night biryani subscription,Food
insta burger purchase,Food
insta cash received recharge,Others
online protein powder premium,Health
daily vacation cab recharge,Travel
extra bike service,Transport
quick bank penalty subscription,Others
extra airtel recharge payment,Bills
extra local train expense,Transport
quick jeans expense,Shopping
extra friend gift expense,Gifts
online hospital bill bill,Health
urgent laptop stand order,Shopping
quick skin care,Personal Care
urgent charger,Shopping
daily jeans fee,Shopping
daily misc expense expense,Others
online dth recharge subscription,Bills
insta tour package purchase,Travel
quick toiletries expense,Personal Care
swiggy order subscription,Food
urgent doctor visit recharge,Health
quick udemy course purchase,Education
quick broadband bill fee,Bills
insta dinner payment,Food
insta keyboard fee,Shopping
extra bike service fee,Transport
urgent local train subscription,Transport
online rent payment,Rent
urgent ice cream payment,Food
monthly sip investment premium,Investment
urgent salt purchase,Groceries
daily monthly rent purchase,Rent
monthly udemy course fee,Education
online kfc premium,Food
insta loan emi recharge,Bills
quick pubg uc expense,Entertainment
hospital bill fee,Health
bike petrol purchase,Transport
online gym fee purchase,Health
extra unknown expense fee,Others
biryani premium,Food
daily gas bill fee,Bills
late night surprise gift payment,Gifts
extra steam games recharge,Entertainment
late night body spray expense,Personal Care
insta chicken rice expense,Food
daily shoes expense,Shopping
late night dmart fee,Groceries
urgent mobile recharge order,Bills
insta biryani expense,Food
late night mess fee order,Food
urgent react course premium,Education
online coursera subscription premium,Education
travel bag premium,Travel
extra broadband bill subscription,Bills
online loan emi premium,Bills
urgent youtube premium subscription,Entertainment
quick gift purchase expense,Gifts
extra burger order,Food
quick auto fare purchase,Transport
quick parking fee premium,Transport
monthly shoes premium,Shopping
quick amirthanjan order,Health
extra dominos bill,Food
extra uber auto,Transport
urgent canteen food bill,Food
urgent subway order,Food
mess fee bill,Food
quick water bill fee,Bills
insta spotify premium order,Entertainment
urgent fried rice,Food
urgent earbuds recharge,Shopping
urgent dinner purchase,Food
online dth recharge order,Bills
oil packet subscription,Groceries
urgent subscription payment premium,Bills
late night flat rent payment,Rent
online house rent bill,Rent
insta share auto,Transport
extra sugar recharge,Groceries
quick gas bill subscription,Bills
online sugar fee,Groceries
late night youtube premium payment,Entertainment
late night steam games order,Entertainment
extra parotta fee,Food
online hospital bill subscription,Health
insta bank penalty order,Others
quick bike petrol,Transport
urgent random payment recharge,Others
quick gaming,Entertainment
daily uber auto order,Transport
extra bus ticket payment,Transport
urgent festival expense expense,Others
urgent flat rent order,Rent
late night certification fee order,Education
urgent salt premium,Groceries
urgent service charge purchase,Others
fruits purchase,Groceries
daily amirthanjan expense,Health
quick water bill recharge,Bills
daily pubg uc purchase,Entertainment
extra watch payment,Shopping
online bonus amount bill,Salary
urgent dmart subscription,Groceries
broadband bill subscription,Bills
daily milk payment,Groceries
online gaming expense,Entertainment
extra wifi bill fee,Bills
daily rice recharge,Groceries
insta hostel rent order,Rent
quick surprise gift expense,Gifts
daily zomato order order,Food
insta bank penalty premium,Others
daily broadband bill bill,Bills
quick netflix recharge,Entertainment
quick clinic fee,Health
insta donation premium,Others
daily surprise gift bill,Gifts
quick bike petrol order,Transport
online flipkart shopping recharge,Shopping
monthly broadband bill premium,Bills
daily salt recharge,Groceries
urgent ml course,Education
monthly makeup kit fee,Personal Care
quick music subscription order,Entertainment
monthly metro fee,Transport
insta rice purchase,Groceries
daily anniversary gift bill,Gifts
late night random payment recharge,Others
daily bag purchase,Shopping
late night bank penalty,Others
late night fuel refill fee,Transport
insta mobile recharge order,Bills
quick soap bill,Personal Care
quick postpaid bill premium,Bills
daily ml course bill,Education
online skin care payment,Personal Care
monthly vacation cab expense,Travel
late night atta payment,Groceries
quick certification fee subscription,Education
insta hotel booking premium,Travel
parking fee premium,Transport
monthly family gift order,Gifts
online bank penalty payment,Others
insta tea,Food
daily etf purchase expense,Investment
online mess fee expense,Food
late night shampoo,Personal Care
extra cab fare order,Transport
pg rent payment,Rent
insta rapido expense,Transport
online service charge bill,Others
late night credit card bill,Bills
monthly hotstar subscription,Entertainment
quick tea payment,Food
insta mutual fund premium,Investment
credit card bill subscription,Bills
toiletries purchase,Personal Care
quick face wash,Personal Care
monthly cake payment,Food
extra donation,Others
extra keyboard expense,Shopping
extra netflix expense,Entertainment
monthly butter expense,Groceries
broadband bill expense,Bills
gift card payment,Gifts
online coffee expense,Food
quick shawarma purchase,Food
late night trading money fee,Investment
monthly sugar recharge,Groceries
quick monthly salary,Salary
extra kfc premium,Food
urgent bike service fee,Transport
insta etf purchase expense,Investment
online instamart bill,Groceries
extra fish bill,Groceries
extra petrol payment,Transport
daily hair cut payment,Personal Care
late night atta bill,Groceries
insta salary credited recharge,Salary
monthly credit card bill order,Bills
late night share auto bill,Transport
late night cash given premium,Others
bike petrol payment,Transport
daily mess fee subscription,Food
late night salon expense subscription,Personal Care
urgent concert ticket expense,Entertainment
extra dmart bill,Groceries
monthly steam games,Entertainment
quick electricity bill payment,Bills
daily eggs recharge,Groceries
quick semester fee subscription,Education
bike petrol expense,Transport
daily bag order,Shopping
quick skin care payment,Personal Care
monthly hotel booking subscription,Travel
urgent swiggy order subscription,Food
extra unknown expense expense,Others
urgent ice cream purchase,Food
late night cheese subscription,Groceries
insta share auto fee,Transport
quick paneer premium,Groceries
daily share auto recharge,Transport
monthly salon expense recharge,Personal Care
idli payment,Food
late night karaoke order,Entertainment
quick trip expense order,Travel
extra soap premium,Personal Care
insta coursera subscription purchase,Education
daily amirthanjan recharge,Health
late night chicken rice subscription,Food
pubg uc recharge,Entertainment
online broadband bill order,Bills
apollo pharmacy payment,Health
extra health checkup order,Health
urgent charger,Shopping
monthly trip expense order,Travel
late night misc expense bill,Others
urgent random payment subscription,Others
online health checkup recharge,Health
late night cheese bill,Groceries
quick dress order,Shopping
extra biryani expense,Food
extra pizza expense,Food
monthly flight ticket premium,Travel
monthly rice subscription,Groceries
insta toiletries,Personal Care
late night postpaid bill purchase,Bills
chicken bill,Groceries
late night gold investment bill,Investment
daily gift purchase recharge,Gifts
eb bill,Bills
ola cab premium,Transport
quick nail cutter fee,Personal Care
daily bonus amount payment,Salary
online cheese premium,Groceries
daily bank penalty recharge,Others
tuition fee subscription,Education
extra ml course expense,Education
urgent beard trim bill,Personal Care
daily chicken rice payment,Food
urgent coursera subscription purchase,Education
daily monthly salary order,Salary
monthly eggs payment,Groceries
urgent ice cream payment,Food
daily keyboard,Shopping
urgent parotta fee,Food
online sugar order,Groceries
urgent festival expense purchase,Others
fuel refill,Transport
quick watch recharge,Shopping
extra monthly salary fee,Salary
daily diesel subscription,Transport
urgent myntra order,Shopping
monthly festival expense bill,Others
cash given recharge,Others
insta diesel expense,Transport
extra mess fee recharge,Food
chicken rice bill,Food
daily jio recharge subscription,Bills
online dress premium,Shopping
insta body spray order,Personal Care
urgent festival expense fee,Others
extra ice cream bill,Food
quick dth recharge subscription,Bills
insta fuel refill premium,Transport
late night keyboard order,Shopping
extra parotta purchase,Food
daily cash received payment,Others
late night paneer subscription,Groceries
insta zerodha order,Investment
online subway fee,Food
extra helmet fee,Shopping
insta milk subscription,Groceries
petrol bill,Transport
extra hostel rent order,Rent
online gas bill order,Bills
online water bill,Bills
extra amazon order premium,Shopping
extra bus ticket fee,Transport
online college fee order,Education
gift wrap,Gifts
online keyboard payment,Shopping
mobile cover purchase,Shopping
extra amazon prime recharge,Entertainment
quick steam games purchase,Entertainment
quick biryani bill,Food
extra react course recharge,Education
extra flat rent recharge,Rent
urgent dosa,Food
quick jio recharge expense,Bills
quick amazon prime payment,Entertainment
quick clinic fee expense,Health
urgent netflix subscription,Entertainment
urgent youtube premium payment,Entertainment
insta mobile recharge expense,Bills
urgent gas bill payment,Bills
extra myntra order subscription,Shopping
helmet recharge,Shopping
extra college fee purchase,Education
daily hospital bill purchase,Health
flipkart shopping order,Shopping
monthly watch recharge,Shopping
urgent random payment subscription,Others
online local train purchase,Transport
insta body spray subscription,Personal Care
extra internship stipend fee,Salary
quick trip food bill,Travel
urgent credit card bill payment,Bills
daily salary deposit fee,Salary
amazon prime bill,Entertainment
online family gift expense,Gifts
quick zomato order order,Food
bus ticket purchase,Transport
daily protein powder bill,Health
late night instamart purchase,Groceries
daily udemy course fee,Education
daily hair cut premium,Personal Care
monthly karaoke payment,Entertainment
late night share auto subscription,Transport
extra bike petrol subscription,Transport
urgent juice purchase,Food
urgent repair work purchase,Others
quick share auto bill,Transport
late night auto fare premium,Transport
insta skin care bill,Personal Care
random payment payment,Others
daily anniversary gift subscription,Gifts
monthly family gift order,Gifts
monthly milk order,Groceries
late night fuel refill premium,Transport
late night dmart purchase,Groceries
quick shoes expense,Shopping
monthly keyboard payment,Shopping
daily earbuds premium,Shopping
daily bread recharge,Groceries
extra resort booking bill,Travel
daily mobile cover bill,Shopping
online biryani,Food
late night stationery recharge,Shopping
online doctor visit purchase,Health
extra birthday gift,Gifts
online karaoke expense,Entertainment
insta zepto expense,Groceries
daily trip expense subscription,Travel
late night postpaid bill payment,Bills
health checkup,Health
extra diesel recharge,Transport
extra shawarma,Food
daily uber auto recharge,Transport
daily lunch fee,Food
daily subway order,Food
insta tshirt fee,Shopping
insta tour package expense,Travel
late night apollo pharmacy expense,Health
quick bag,Shopping
daily internet recharge subscription,Bills
urgent salary deposit bill,Salary
extra honeymoon trip order,Travel
monthly vacation cab expense,Travel
monthly steam games bill,Entertainment
late night rice fee,Groceries
insta rapido,Transport
online cash received payment,Others
quick udemy course expense,Education
insta postpaid bill,Bills
insta anniversary gift expense,Gifts
extra dosa payment,Food
insta taxi fare purchase,Transport
extra unexpected expense purchase,Others
late night flight ticket expense,Travel
urgent semester fee purchase,Education
urgent anniversary gift fee,Gifts
quick broadband bill subscription,Bills
insta movie ticket fee,Entertainment
extra mobile recharge bill,Bills
quick jeans,Shopping
quick outstation train payment,Travel
late night fuel refill,Transport
online trip food premium,Travel
late night misc expense subscription,Others
urgent auto fare order,Transport
quick salary credited expense,Salary
monthly semester fee,Education
late night chicken fee,Groceries
urgent fried rice expense,Food
urgent skin care purchase,Personal Care
insta pizza expense,Food
monthly cash given,Others
watch payment,Shopping
online jio recharge,Bills
insta family gift purchase,Gifts
extra medicine subscription,Health
daily gold investment,Investment
late night flat rent recharge,Rent
monthly rent premium,Rent
extra health checkup,Health
extra holiday booking subscription,Travel
quick skin care recharge,Personal Care
insta sugar premium,Groceries
insta clinic fee expense,Health
late night semester fee expense,Education
online bag order,Shopping
late night milk fee,Groceries
urgent music subscription fee,Entertainment
quick fruits recharge,Groceries
monthly rapido premium,Transport
online bank penalty,Others
quick ice cream expense,Food
