expenseName,expenseCategory
Mutual fund SIP,investment
Movie ticket booking,entertainment
College fees payment,education
Medical test charges,healthcare
Uber ride,travel
Credit card EMI,emi
College fees payment,education
Game purchase,entertainment
Game purchase,entertainment
Library fee,education
Library fee,education
Bike loan EMI,emi
Library fee,education
Netflix subscription,entertainment
PPF contribution,investment
Pizza delivery,food
Concert ticket,entertainment
Hospital bill,healthcare
Mobile recharge,utilities
Food court payment,food
Flight ticket booking,travel
Gas bill payment,utilities
College fees payment,education
Bike loan EMI,emi
Restaurant bill,food
Stock purchase,investment
College fees payment,education
Concert ticket,entertainment
Cafe coffee,food
Online shopping payment,shopping
Internet recharge,utilities
Car loan EMI,emi
Library fee,education
Online course subscription,education
Electricity bill payment,utilities
Medical test charges,healthcare
Pharmacy medicine purchase,healthcare
Pizza delivery,food
Amazon purchase,shopping
Food court payment,food
Online shopping payment,shopping
Bus ticket,travel
Ola cab,travel
Netflix subscription,entertainment
Movie ticket booking,entertainment
College fees payment,education
Movie ticket booking,entertainment
Flipkart order,shopping
College fees payment,education
Internet recharge,utilities
Cafe coffee,food
Internet recharge,utilities
Hospital bill,healthcare
Internet recharge,utilities
Uber ride,travel
Movie ticket booking,entertainment
Car loan EMI,emi
Ola cab,travel
Doctor consultation,healthcare
Water bill,utilities
Restaurant bill,food
Flight ticket booking,travel
Pharmacy medicine purchase,healthcare
Hospital bill,healthcare
Stock purchase,investment
PPF contribution,investment
Game purchase,entertainment
Amazon purchase,shopping
Library fee,education
College fees payment,education
Mutual fund SIP,investment
Netflix subscription,entertainment
Movie ticket booking,entertainment
Medical test charges,healthcare
Movie ticket booking,entertainment
Mobile recharge,utilities
Crypto investment,investment
Game purchase,entertainment
Lunch at hotel,food
Flipkart order,shopping
Cafe coffee,food
Electronics shopping,shopping
Crypto investment,investment
Amazon purchase,shopping
Netflix subscription,entertainment
Train ticket IRCTC,travel
Ola cab,travel
Concert ticket,entertainment
Crypto investment,investment
Gas bill payment,utilities
Electronics shopping,shopping
Fixed deposit investment,investment
PPF contribution,investment
Electricity bill payment,utilities
Home loan EMI,emi
College fees payment,education
Credit card EMI,emi
Library fee,education
Bus ticket,travel
Hotel booking,travel
College fees payment,education
Pharmacy medicine purchase,healthcare
Home loan EMI,emi
Exam fee,education
College fees payment,education
Lunch at hotel,food
Water bill,utilities
Flipkart order,shopping
Exam fee,education
Electronics shopping,shopping
Mutual fund SIP,investment
Hospital bill,healthcare
Game purchase,entertainment
Movie ticket booking,entertainment
Home loan EMI,emi
Home loan EMI,emi
Online shopping payment,shopping
Concert ticket,entertainment
Pizza delivery,food
Concert ticket,entertainment
Game purchase,entertainment
Hospital bill,healthcare
Medical test charges,healthcare
Bus ticket,travel
Library fee,education
Netflix subscription,entertainment
Mutual fund SIP,investment
Medical test charges,healthcare
Cafe coffee,food
Electricity bill payment,utilities
Pizza delivery,food
Hospital bill,healthcare
Stock purchase,investment
Amazon purchase,shopping
Uber ride,travel
Hospital bill,healthcare
Gas bill payment,utilities
Train ticket IRCTC,travel
Electricity bill payment,utilities
Movie ticket booking,entertainment
College fees payment,education
College fees payment,education
Swiggy order,food
Electricity bill payment,utilities
Lunch at hotel,food
Restaurant bill,food
Hospital bill,healthcare
Food court payment,food
Electronics shopping,shopping
Hotel booking,travel
Doctor consultation,healthcare
Cafe coffee,food
Library fee,education
Flight ticket booking,travel
Cafe coffee,food
Mobile recharge,utilities
Uber ride,travel
Hotel booking,travel
Bike loan EMI,emi
Internet recharge,utilities
Online course subscription,education
Home loan EMI,emi
Personal loan installment,emi
Pharmacy medicine purchase,healthcare
Movie ticket booking,entertainment
Exam fee,education
Gas bill payment,utilities
Food court payment,food
Home loan EMI,emi
Netflix subscription,entertainment
Water bill,utilities
Mutual fund SIP,investment
PPF contribution,investment
Exam fee,education
Mobile recharge,utilities
Pharmacy medicine purchase,healthcare
Train ticket IRCTC,travel
Online course subscription,education
Stock purchase,investment
Stock purchase,investment
Internet recharge,utilities
Doctor consultation,healthcare
Electricity bill payment,utilities
Electricity bill payment,utilities
Ola cab,travel
Online course subscription,education
Electricity bill payment,utilities
Stock purchase,investment
Car loan EMI,emi
Personal loan installment,emi
Stock purchase,investment
Zomato dinner,food
Uber ride,travel
Credit card EMI,emi
Flight ticket booking,travel
Electronics shopping,shopping
Gas bill payment,utilities
Bike loan EMI,emi
Hospital bill,healthcare
Car loan EMI,emi
Crypto investment,investment
Gas bill payment,utilities
Doctor consultation,healthcare
Crypto investment,investment
Personal loan installment,emi
Pizza delivery,food
Bike loan EMI,emi
Online course subscription,education
Train ticket IRCTC,travel
Ola cab,travel
Pharmacy medicine purchase,healthcare
Game purchase,entertainment
Gas bill payment,utilities
Library fee,education
Online shopping payment,shopping
Zomato dinner,food
PPF contribution,investment
Doctor consultation,healthcare
Medical test charges,healthcare
Personal loan installment,emi
Netflix subscription,entertainment
Flight ticket booking,travel
Concert ticket,entertainment
Cafe coffee,food
Internet recharge,utilities
Library fee,education
Internet recharge,utilities
Electronics shopping,shopping
Credit card EMI,emi
Amazon purchase,shopping
Flight ticket booking,travel
Netflix subscription,entertainment
Mutual fund SIP,investment
Flight ticket booking,travel
Movie ticket booking,entertainment
Fixed deposit investment,investment
Clothing store bill,shopping
Bike loan EMI,emi
Lunch at hotel,food
Clothing store bill,shopping
Hospital bill,healthcare
Movie ticket booking,entertainment
Stock purchase,investment
PPF contribution,investment
Game purchase,entertainment
Exam fee,education
Water bill,utilities
Doctor consultation,healthcare
College fees payment,education
Bike loan EMI,emi
Amazon purchase,shopping
Gas bill payment,utilities
Medical test charges,healthcare
Pharmacy medicine purchase,healthcare
Food court payment,food
Car loan EMI,emi
Medical test charges,healthcare
Hospital bill,healthcare
Doctor consultation,healthcare
Flight ticket booking,travel
Exam fee,education
Home loan EMI,emi
Movie ticket booking,entertainment
College fees payment,education
Mutual fund SIP,investment
Flipkart order,shopping
Online shopping payment,shopping
College fees payment,education
Netflix subscription,entertainment
Internet recharge,utilities
Home loan EMI,emi
Game purchase,entertainment
Train ticket IRCTC,travel
Car loan EMI,emi
Medical test charges,healthcare
Online shopping payment,shopping
Game purchase,entertainment
Mutual fund SIP,investment
College fees payment,education
Crypto investment,investment
Library fee,education
Pizza delivery,food
Electronics shopping,shopping
Electronics shopping,shopping
Credit card EMI,emi
Bike loan EMI,emi
Medical test charges,healthcare
Bike loan EMI,emi
Hospital bill,healthcare
Personal loan installment,emi
Concert ticket,entertainment
Bus ticket,travel
PPF contribution,investment
Netflix subscription,entertainment
Uber ride,travel
Internet recharge,utilities
Personal loan installment,emi
Netflix subscription,entertainment
Swiggy order,food
Library fee,education
Doctor consultation,healthcare
Swiggy order,food
Bus ticket,travel
Internet recharge,utilities
College fees payment,education
Movie ticket booking,entertainment
Online course subscription,education
Flipkart order,shopping
Food court payment,food
Personal loan installment,emi
Game purchase,entertainment
Bus ticket,travel
Flipkart order,shopping
Water bill,utilities
Pizza delivery,food
PPF contribution,investment
Lunch at hotel,food
Netflix subscription,entertainment
Electronics shopping,shopping
Swiggy order,food
Stock purchase,investment
Stock purchase,investment
Cafe coffee,food
Restaurant bill,food
Ola cab,travel
Car loan EMI,emi
Hospital bill,healthcare
Mobile recharge,utilities
Crypto investment,investment
Game purchase,entertainment
Ola cab,travel
Flight ticket booking,travel
Home loan EMI,emi
Electricity bill payment,utilities
PPF contribution,investment
Bus ticket,travel
Electricity bill payment,utilities
PPF contribution,investment
College fees payment,education
Movie ticket booking,entertainment
Hotel booking,travel
Doctor consultation,healthcare
Personal loan installment,emi
College fees payment,education
Food court payment,food
Library fee,education
Crypto investment,investment
Zomato dinner,food
Flight ticket booking,travel
Doctor consultation,healthcare
Uber ride,travel
Internet recharge,utilities
Stock purchase,investment
Mutual fund SIP,investment
Exam fee,education
Clothing store bill,shopping
Food court payment,food
Amazon purchase,shopping
Gas bill payment,utilities
Crypto investment,investment
Stock purchase,investment
Pharmacy medicine purchase,healthcare
College fees payment,education
College fees payment,education
Pizza delivery,food
Stock purchase,investment
Bike loan EMI,emi
Stock purchase,investment
Train ticket IRCTC,travel
Exam fee,education
Stock purchase,investment
Bike loan EMI,emi
Clothing store bill,shopping
Online course subscription,education
College fees payment,education
Medical test charges,healthcare
Library fee,education
Game purchase,entertainment
Credit card EMI,emi
Medical test charges,healthcare
Online shopping payment,shopping
Bike loan EMI,emi
Personal loan installment,emi
Exam fee,education
Electronics shopping,shopping
College fees payment,education
Credit card EMI,emi
Car loan EMI,emi
Lunch at hotel,food
Internet recharge,utilities
Medical test charges,healthcare
Internet recharge,utilities
Online shopping payment,shopping
Hospital bill,healthcare
Doctor consultation,healthcare
Pharmacy medicine purchase,healthcare
Mobile recharge,utilities
Exam fee,education
Pizza delivery,food
Doctor consultation,healthcare
College fees payment,education
Pizza delivery,food
Personal loan installment,emi
Online course subscription,education
Crypto investment,investment
Home loan EMI,emi
Bus ticket,travel
Medical test charges,healthcare
Hotel booking,travel
Doctor consultation,healthcare
Clothing store bill,shopping
Game purchase,entertainment
Electronics shopping,shopping
Uber ride,travel
Water bill,utilities
PPF contribution,investment
Amazon purchase,shopping
College fees payment,education
Bus ticket,travel
Game purchase,entertainment
Electronics shopping,shopping
Personal loan installment,emi
Car loan EMI,emi
Bike loan EMI,emi
Online course subscription,education
Mutual fund SIP,investment
Car loan EMI,emi
Medical test charges,healthcare
Bus ticket,travel
Flight ticket booking,travel
Hospital bill,healthcare
Flight ticket booking,travel
PPF contribution,investment
Uber ride,travel
Amazon purchase,shopping
Swiggy order,food
Netflix subscription,entertainment
Concert ticket,entertainment
Exam fee,education
Pharmacy medicine purchase,healthcare
Gas bill payment,utilities
Internet recharge,utilities
Restaurant bill,food
Uber ride,travel
Doctor consultation,healthcare
Hotel booking,travel
Fixed deposit investment,investment
Library fee,education
Mutual fund SIP,investment
Electricity bill payment,utilities
Electricity bill payment,utilities
Internet recharge,utilities
Library fee,education
Flight ticket booking,travel
College fees payment,education
Pharmacy medicine purchase,healthcare
Stock purchase,investment
Netflix subscription,entertainment
College fees payment,education
Game purchase,entertainment
College fees payment,education
Movie ticket booking,entertainment
Stock purchase,investment
Uber ride,travel
Zomato dinner,food
Pharmacy medicine purchase,healthcare
Electronics shopping,shopping
Bus ticket,travel
Game purchase,entertainment
Water bill,utilities
Bus ticket,travel
Medical test charges,healthcare
Game purchase,entertainment
Fixed deposit investment,investment
Amazon purchase,shopping
Flight ticket booking,travel
Mutual fund SIP,investment
Water bill,utilities
Hospital bill,healthcare
Food court payment,food
PPF contribution,investment
Gas bill payment,utilities
Bike loan EMI,emi
Mutual fund SIP,investment
Food court payment,food
Water bill,utilities
PPF contribution,investment
Online course subscription,education
Flipkart order,shopping
Food court payment,food
Online shopping payment,shopping
Flight ticket booking,travel
Online course subscription,education
Electronics shopping,shopping
Water bill,utilities
Stock purchase,investment
Lunch at hotel,food
Library fee,education
Home loan EMI,emi
Pharmacy medicine purchase,healthcare
Exam fee,education
Medical test charges,healthcare
Concert ticket,entertainment
Crypto investment,investment
Ola cab,travel
Lunch at hotel,food
Electronics shopping,shopping
Bike loan EMI,emi
Library fee,education
Car loan EMI,emi
Mutual fund SIP,investment
Bus ticket,travel
Medical test charges,healthcare
Home loan EMI,emi
Internet recharge,utilities
Swiggy order,food
Mobile recharge,utilities
Credit card EMI,emi
Swiggy order,food
Medical test charges,healthcare
Credit card EMI,emi
Train ticket IRCTC,travel
Pharmacy medicine purchase,healthcare
Exam fee,education
Uber ride,travel
Train ticket IRCTC,travel
Movie ticket booking,entertainment
Exam fee,education
Hotel booking,travel
Medical test charges,healthcare
Pharmacy medicine purchase,healthcare
Home loan EMI,emi
Bus ticket,travel
Credit card EMI,emi
Cafe coffee,food
Game purchase,entertainment
Netflix subscription,entertainment
Mutual fund SIP,investment
Home loan EMI,emi
Exam fee,education
Zomato dinner,food
Stock purchase,investment
Concert ticket,entertainment
Swiggy order,food
Concert ticket,entertainment
Movie ticket booking,entertainment
Zomato dinner,food
Food court payment,food
Game purchase,entertainment
Exam fee,education
Mobile recharge,utilities
Movie ticket booking,entertainment
Bus ticket,travel
Mutual fund SIP,investment
Personal loan installment,emi
Bike loan EMI,emi
Crypto investment,investment
Flipkart order,shopping
Hospital bill,healthcare
Clothing store bill,shopping
Credit card EMI,emi
Flight ticket booking,travel
Doctor consultation,healthcare
Mutual fund SIP,investment
Flipkart order,shopping
Mobile recharge,utilities
Movie ticket booking,entertainment
Personal loan installment,emi
Hospital bill,healthcare
Mutual fund SIP,investment
Hotel booking,travel
Game purchase,entertainment
Electricity bill payment,utilities
Gas bill payment,utilities
Fixed deposit investment,investment
Train ticket IRCTC,travel
Hospital bill,healthcare
Bike loan EMI,emi
Online shopping payment,shopping
Hotel booking,travel
Online shopping payment,shopping
Uber ride,travel
Internet recharge,utilities
Mobile recharge,utilities
Medical test charges,healthcare
Personal loan installment,emi
Movie ticket booking,entertainment
Car loan EMI,emi
Amazon purchase,shopping
Water bill,utilities
Medical test charges,healthcare
Exam fee,education
Concert ticket,entertainment
Doctor consultation,healthcare
Flight ticket booking,travel
Electricity bill payment,utilities
Uber ride,travel
Mutual fund SIP,investment
Swiggy order,food
Online shopping payment,shopping
Cafe coffee,food
Movie ticket booking,entertainment
College fees payment,education
Food court payment,food
Pizza delivery,food
Concert ticket,entertainment
Netflix subscription,entertainment
Online course subscription,education
Movie ticket booking,entertainment
Flight ticket booking,travel
Concert ticket,entertainment
Medical test charges,healthcare
Personal loan installment,emi
Water bill,utilities
Flight ticket booking,travel
Exam fee,education
Mutual fund SIP,investment
Doctor consultation,healthcare
Netflix subscription,entertainment
College fees payment,education
Food court payment,food
Gas bill payment,utilities
Uber ride,travel
Credit card EMI,emi
Swiggy order,food
Online course subscription,education
Movie ticket booking,entertainment
Train ticket IRCTC,travel
Personal loan installment,emi
Library fee,education
Clothing store bill,shopping
Bike loan EMI,emi
Train ticket IRCTC,travel
Online course subscription,education
Internet recharge,utilities
Water bill,utilities
Fixed deposit investment,investment
Credit card EMI,emi
Electricity bill payment,utilities
PPF contribution,investment
Amazon purchase,shopping
Library fee,education
Personal loan installment,emi
Medical test charges,healthcare
Uber ride,travel
Car loan EMI,emi
Netflix subscription,entertainment
Mutual fund SIP,investment
Internet recharge,utilities
Cafe coffee,food
Clothing store bill,shopping
Train ticket IRCTC,travel
Bike loan EMI,emi
Fixed deposit investment,investment
Flipkart order,shopping
Doctor consultation,healthcare
Bus ticket,travel
Movie ticket booking,entertainment
Car loan EMI,emi
Credit card EMI,emi
Flipkart order,shopping
Hospital bill,healthcare
Mutual fund SIP,investment
Medical test charges,healthcare
Flipkart order,shopping
Internet recharge,utilities
Food court payment,food
Restaurant bill,food
Clothing store bill,shopping
Internet recharge,utilities
Electricity bill payment,utilities
Swiggy order,food
Water bill,utilities
Exam fee,education
Train ticket IRCTC,travel
Electronics shopping,shopping
Gas bill payment,utilities
Bus ticket,travel
Movie ticket booking,entertainment
Gas bill payment,utilities
Concert ticket,entertainment
Flipkart order,shopping
Hospital bill,healthcare
Bike loan EMI,emi
Food court payment,food
Stock purchase,investment
College fees payment,education
Concert ticket,entertainment
Online course subscription,education
Home loan EMI,emi
PPF contribution,investment
Online shopping payment,shopping
Internet recharge,utilities
Train ticket IRCTC,travel
Library fee,education
Netflix subscription,entertainment
Flipkart order,shopping
Food court payment,food
PPF contribution,investment
Netflix subscription,entertainment
Library fee,education
Medical test charges,healthcare
Flipkart order,shopping
Zomato dinner,food
Crypto investment,investment
Lunch at hotel,food
Exam fee,education
Fixed deposit investment,investment
Online shopping payment,shopping
Car loan EMI,emi
Movie ticket booking,entertainment
Pizza delivery,food
Flipkart order,shopping
Pizza delivery,food
Crypto investment,investment
Pizza delivery,food
Gas bill payment,utilities
Concert ticket,entertainment
Credit card EMI,emi
Clothing store bill,shopping
Lunch at hotel,food
Fixed deposit investment,investment
Amazon purchase,shopping
Bus ticket,travel
Pharmacy medicine purchase,healthcare
Movie ticket booking,entertainment
Fixed deposit investment,investment
Crypto investment,investment
Doctor consultation,healthcare
PPF contribution,investment
Credit card EMI,emi
Online course subscription,education
Car loan EMI,emi
Online course subscription,education
Amazon purchase,shopping
Car loan EMI,emi
Mutual fund SIP,investment
Train ticket IRCTC,travel
Library fee,education
Movie ticket booking,entertainment
Food court payment,food
Medical test charges,healthcare
Uber ride,travel
Zomato dinner,food
Flight ticket booking,travel
Lunch at hotel,food
Hotel booking,travel
Electricity bill payment,utilities
Credit card EMI,emi
Online course subscription,education
Internet recharge,utilities
Mutual fund SIP,investment
Online shopping payment,shopping
Lunch at hotel,food
Hotel booking,travel
Hotel booking,travel
Home loan EMI,emi
Zomato dinner,food
Doctor consultation,healthcare
Flipkart order,shopping
Hospital bill,healthcare
Home loan EMI,emi
Flight ticket booking,travel
Hotel booking,travel
Flight ticket booking,travel
Food court payment,food
Credit card EMI,emi
Mobile recharge,utilities
Doctor consultation,healthcare
Online shopping payment,shopping
Electricity bill payment,utilities
Exam fee,education
Uber ride,travel
Personal loan installment,emi
Medical test charges,healthcare
College fees payment,education
Pharmacy medicine purchase,healthcare
Flight ticket booking,travel
Credit card EMI,emi
Internet recharge,utilities
Library fee,education
Water bill,utilities
PPF contribution,investment
Game purchase,entertainment
Game purchase,entertainment
Movie ticket booking,entertainment
Hotel booking,travel
Doctor consultation,healthcare
Ola cab,travel
Zomato dinner,food
Mobile recharge,utilities
Home loan EMI,emi
Gas bill payment,utilities
Electronics shopping,shopping
Game purchase,entertainment
Stock purchase,investment
Home loan EMI,emi
Credit card EMI,emi
Pizza delivery,food
Electricity bill payment,utilities
Bus ticket,travel
Train ticket IRCTC,travel
Home loan EMI,emi
Water bill,utilities
Mutual fund SIP,investment
Doctor consultation,healthcare
Online course subscription,education
Concert ticket,entertainment
Pharmacy medicine purchase,healthcare
Restaurant bill,food
Home loan EMI,emi
Food court payment,food
Bike loan EMI,emi
Cafe coffee,food
Exam fee,education
Concert ticket,entertainment
PPF contribution,investment
Amazon purchase,shopping
Doctor consultation,healthcare
PPF contribution,investment
Zomato dinner,food
Bike loan EMI,emi
Bus ticket,travel
Exam fee,education
Medical test charges,healthcare
Lunch at hotel,food
Doctor consultation,healthcare
Uber ride,travel
Mobile recharge,utilities
Zomato dinner,food
Bike loan EMI,emi
Ola cab,travel
Lunch at hotel,food
Crypto investment,investment
Zomato dinner,food
Hotel booking,travel
Food court payment,food
Swiggy order,food
Flight ticket booking,travel
Gas bill payment,utilities
Movie ticket booking,entertainment
Pharmacy medicine purchase,healthcare
Flight ticket booking,travel
Netflix subscription,entertainment
Home loan EMI,emi
Medical test charges,healthcare
Restaurant bill,food
Credit card EMI,emi
Bus ticket,travel
Stock purchase,investment
Bike loan EMI,emi
Concert ticket,entertainment
Personal loan installment,emi
Mobile recharge,utilities
Pizza delivery,food
Doctor consultation,healthcare
Ola cab,travel
College fees payment,education
Personal loan installment,emi
Train ticket IRCTC,travel
Exam fee,education
Flipkart order,shopping
Online shopping payment,shopping
Electricity bill payment,utilities
Credit card EMI,emi
Exam fee,education
Home loan EMI,emi
College fees payment,education
Electronics shopping,shopping
Credit card EMI,emi
Concert ticket,entertainment
Bus ticket,travel
Game purchase,entertainment
Food court payment,food
Pizza delivery,food
Netflix subscription,entertainment
Flight ticket booking,travel
Bike loan EMI,emi
Ola cab,travel
College fees payment,education
Library fee,education
Game purchase,entertainment
Ola cab,travel
Train ticket IRCTC,travel
PPF contribution,investment
Flight ticket booking,travel
Online course subscription,education
College fees payment,education
College fees payment,education
Credit card EMI,emi
Fixed deposit investment,investment
Food court payment,food
Lunch at hotel,food
Medical test charges,healthcare
Zomato dinner,food
Pharmacy medicine purchase,healthcare
Home loan EMI,emi
Flight ticket booking,travel
Flight ticket booking,travel
Library fee,education
Fixed deposit investment,investment
Swiggy order,food
Gas bill payment,utilities
Fixed deposit investment,investment
Library fee,education
Credit card EMI,emi
Hospital bill,healthcare
Mutual fund SIP,investment
Personal loan installment,emi
Electricity bill payment,utilities
Online course subscription,education
Electricity bill payment,utilities
Pharmacy medicine purchase,healthcare
Cafe coffee,food
College fees payment,education
Stock purchase,investment
Movie ticket booking,entertainment
Doctor consultation,healthcare
Stock purchase,investment
Restaurant bill,food
Restaurant bill,food
Netflix subscription,entertainment
Library fee,education
Pharmacy medicine purchase,healthcare
Game purchase,entertainment
Electricity bill payment,utilities
Library fee,education
Bike loan EMI,emi
Bike loan EMI,emi
Pharmacy medicine purchase,healthcare
Pharmacy medicine purchase,healthcare
Uber ride,travel
Bus ticket,travel
Hospital bill,healthcare
Netflix subscription,entertainment
College fees payment,education
Electronics shopping,shopping
PPF contribution,investment
Hospital bill,healthcare
College fees payment,education
Library fee,education
Hospital bill,healthcare
Crypto investment,investment
Clothing store bill,shopping
Doctor consultation,healthcare
Hospital bill,healthcare
Zomato dinner,food
Concert ticket,entertainment
Bike loan EMI,emi
Crypto investment,investment
Crypto investment,investment
Hospital bill,healthcare
Doctor consultation,healthcare
Doctor consultation,healthcare
Mobile recharge,utilities
Doctor consultation,healthcare
Bike loan EMI,emi
Pharmacy medicine purchase,healthcare
Personal loan installment,emi
Uber ride,travel
Hospital bill,healthcare
Home loan EMI,emi
Netflix subscription,entertainment
Hospital bill,healthcare
Credit card EMI,emi
Water bill,utilities
Fixed deposit investment,investment
Movie ticket booking,entertainment
Pharmacy medicine purchase,healthcare
Restaurant bill,food
Home loan EMI,emi
Uber ride,travel
Uber ride,travel
Clothing store bill,shopping
Uber ride,travel
Water bill,utilities
Train ticket IRCTC,travel
Hospital bill,healthcare
Ola cab,travel
Medical test charges,healthcare
Online course subscription,education
Amazon purchase,shopping
Swiggy order,food
Internet recharge,utilities
Netflix subscription,entertainment
Concert ticket,entertainment
Crypto investment,investment
Netflix subscription,entertainment
Movie ticket booking,entertainment
Electricity bill payment,utilities
Restaurant bill,food
Mutual fund SIP,investment
Personal loan installment,emi
Online course subscription,education
Mobile recharge,utilities
Electronics shopping,shopping
Library fee,education
Doctor consultation,healthcare
Car loan EMI,emi
Electronics shopping,shopping
Flipkart order,shopping
Library fee,education
Pharmacy medicine purchase,healthcare
Hotel booking,travel
Doctor consultation,healthcare
Gas bill payment,utilities
Train ticket IRCTC,travel
Food court payment,food
Pharmacy medicine purchase,healthcare
Concert ticket,entertainment
Swiggy order,food
Internet recharge,utilities
Water bill,utilities
Fixed deposit investment,investment
Personal loan installment,emi
Restaurant bill,food
Pizza delivery,food
PPF contribution,investment
Water bill,utilities
Train ticket IRCTC,travel
Crypto investment,investment
Hotel booking,travel
Hotel booking,travel
Medical test charges,healthcare
Water bill,utilities
Lunch at hotel,food
College fees payment,education
Hospital bill,healthcare
Online course subscription,education
Mobile recharge,utilities
Crypto investment,investment
Amazon purchase,shopping
Cafe coffee,food
Credit card EMI,emi
Netflix subscription,entertainment
Swiggy order,food
Train ticket IRCTC,travel
Clothing store bill,shopping
Internet recharge,utilities
Concert ticket,entertainment
Cafe coffee,food
Library fee,education
Flight ticket booking,travel
Uber ride,travel
Lunch at hotel,food
Home loan EMI,emi
Doctor consultation,healthcare
Ola cab,travel
Mobile recharge,utilities
Restaurant bill,food
Uber ride,travel
Flight ticket booking,travel
Pharmacy medicine purchase,healthcare
Car loan EMI,emi
College fees payment,education
Water bill,utilities
Medical test charges,healthcare
Hotel booking,travel
Crypto investment,investment
Exam fee,education
Online course subscription,education
Clothing store bill,shopping
Flight ticket booking,travel
Stock purchase,investment
Uber ride,travel
Zomato dinner,food
PPF contribution,investment
PPF contribution,investment
Water bill,utilities
Concert ticket,entertainment
Electronics shopping,shopping
Bike loan EMI,emi
Car loan EMI,emi
Medical test charges,healthcare
Movie ticket booking,entertainment
Mutual fund SIP,investment
Doctor consultation,healthcare
Online shopping payment,shopping
Ola cab,travel
Bus ticket,travel
Mutual fund SIP,investment
Personal loan installment,emi
Library fee,education
Amazon purchase,shopping
Flight ticket booking,travel
Stock purchase,investment
Game purchase,entertainment
Electricity bill payment,utilities
Clothing store bill,shopping
Pizza delivery,food
Doctor consultation,healthcare
PPF contribution,investment
Online shopping payment,shopping
Library fee,education
Pizza delivery,food
Ola cab,travel
Swiggy order,food
Flipkart order,shopping
Netflix subscription,entertainment
Crypto investment,investment
Medical test charges,healthcare
Ola cab,travel
Electronics shopping,shopping
Car loan EMI,emi
Online shopping payment,shopping
Swiggy order,food
Game purchase,entertainment
Flipkart order,shopping
Electricity bill payment,utilities
Personal loan installment,emi
Home loan EMI,emi
Library fee,education
Zomato dinner,food
Ola cab,travel
Food court payment,food
College fees payment,education
PPF contribution,investment
Lunch at hotel,food
Flipkart order,shopping
Movie ticket booking,entertainment
Home loan EMI,emi
Clothing store bill,shopping
Exam fee,education
Electronics shopping,shopping
Internet recharge,utilities
Gas bill payment,utilities
Mobile recharge,utilities
College fees payment,education
Netflix subscription,entertainment
Doctor consultation,healthcare
Personal loan installment,emi
Zomato dinner,food
Pharmacy medicine purchase,healthcare
Ola cab,travel
Flight ticket booking,travel
Game purchase,entertainment
Personal loan installment,emi
Gas bill payment,utilities
Pharmacy medicine purchase,healthcare
Mutual fund SIP,investment
Concert ticket,entertainment
Train ticket IRCTC,travel
Gas bill payment,utilities
Cafe coffee,food
Credit card EMI,emi
Bike loan EMI,emi
Movie ticket booking,entertainment
Exam fee,education
Amazon purchase,shopping
Zomato dinner,food
Uber ride,travel
Amazon purchase,shopping
Electricity bill payment,utilities
Flipkart order,shopping
Online shopping payment,shopping
Movie ticket booking,entertainment
Flipkart order,shopping
PPF contribution,investment
Flight ticket booking,travel
Cafe coffee,food
PPF contribution,investment
Hospital bill,healthcare
Online shopping payment,shopping
Bike loan EMI,emi
Mobile recharge,utilities
Fixed deposit investment,investment
Doctor consultation,healthcare
Amazon purchase,shopping
Online course subscription,education
Hospital bill,healthcare
Game purchase,entertainment
Mobile recharge,utilities
Internet recharge,utilities
Medical test charges,healthcare
Medical test charges,healthcare
Netflix subscription,entertainment
Ola cab,travel
Flipkart order,shopping
Concert ticket,entertainment
Concert ticket,entertainment
Doctor consultation,healthcare
Cafe coffee,food
College fees payment,education
Restaurant bill,food
Flight ticket booking,travel
Flight ticket booking,travel
Exam fee,education
Bus ticket,travel
Netflix subscription,entertainment
Crypto investment,investment
Game purchase,entertainment
Stock purchase,investment
Amazon purchase,shopping
Mutual fund SIP,investment
Zomato dinner,food
Hotel booking,travel
Stock purchase,investment
College fees payment,education
Library fee,education
Flight ticket booking,travel
Online course subscription,education
Concert ticket,entertainment
College fees payment,education
Home loan EMI,emi
Car loan EMI,emi
Movie ticket booking,entertainment
Exam fee,education
Hotel booking,travel
Gas bill payment,utilities
Hospital bill,healthcare
Medical test charges,healthcare
Restaurant bill,food
Hotel booking,travel
Food court payment,food
Pizza delivery,food
College fees payment,education
Credit card EMI,emi
Exam fee,education
Personal loan installment,emi
Movie ticket booking,entertainment
Game purchase,entertainment
Ola cab,travel
Personal loan installment,emi
Internet recharge,utilities
Personal loan installment,emi
Electronics shopping,shopping
Library fee,education
Bike loan EMI,emi
Concert ticket,entertainment
Mobile recharge,utilities
Mobile recharge,utilities
Hospital bill,healthcare
Lunch at hotel,food
Car loan EMI,emi
Train ticket IRCTC,travel
Exam fee,education
Stock purchase,investment
Credit card EMI,emi
Hospital bill,healthcare
Amazon purchase,shopping
Train ticket IRCTC,travel
Zomato dinner,food
Bus ticket,travel
Doctor consultation,healthcare
Movie ticket booking,entertainment
Electronics shopping,shopping
Flipkart order,shopping
Credit card EMI,emi
Mutual fund SIP,investment
Pizza delivery,food
Ola cab,travel
Home loan EMI,emi
Hospital bill,healthcare
Bike loan EMI,emi
Stock purchase,investment
Exam fee,education
Movie ticket booking,entertainment
Library fee,education
Hospital bill,healthcare
Ola cab,travel
Amazon purchase,shopping
Online course subscription,education
