elapsedDay,daysInMonth,progressRatio,spentSoFar,forecastableSpentSoFar,recurringCommittedTotal,recurringSpentSoFar,recurringPending,mtdTransactionCount,dailyTransactionFrequency,dailySpendVelocity,trailing3MonthAverage,trailing6MonthMedian,historicalTheilSenSlope,residualMad,topCategoryShare,categoryEntropy,cat_Food,cat_Transport,cat_Shopping,cat_Bills,cat_Entertainment,cat_Groceries,cat_Health,cat_Education,cat_Travel,cat_Rent,cat_Investment,cat_Salary,cat_Personal Care,cat_Gifts,cat_Others,remainingSpend
5,30,0.1667,46541.28,41111.42,52763.64,35261.34,17502.3,8,1.6,9308.26,78628.38,80503.89,-351.7269,3769.81,0.4556,1.3882,0.0,0.0,0.0,0.1839,0.0,0.1181,0.0,0.0,0.0,0.4556,0.0,0.0,0.1927,0.0,0.0496,53036.59
8,30,0.2667,62253.46,49754.26,52763.64,38340.82,14422.83,13,1.625,7781.68,78628.38,80503.89,-351.7269,3769.81,0.3406,1.7961,0.0,0.0,0.0479,0.1375,0.0064,0.1377,0.0,0.0,0.0,0.3406,0.0,0.0,0.1441,0.1296,0.0562,37324.42
12,30,0.4,68266.64,55767.44,52763.64,41381.08,11382.56,17,1.4167,5688.89,78628.38,80503.89,-351.7269,3769.81,0.3106,1.8774,0.0,0.0,0.0437,0.1254,0.0362,0.1701,0.0,0.0,0.0,0.3106,0.0,0.0,0.1314,0.1182,0.0643,31311.23
15,30,0.5,71158.16,58658.96,52763.64,43945.21,8818.43,21,1.4,4743.88,78628.38,80503.89,-351.7269,3769.81,0.298,1.8846,0.0,0.002,0.0444,0.1203,0.0348,0.1993,0.0,0.0,0.0,0.298,0.0,0.0,0.1261,0.1134,0.0617,28419.71
18,30,0.6,71569.17,59069.97,52763.64,43945.21,8818.43,23,1.2778,3976.07,78628.38,80503.89,-351.7269,3769.81,0.2963,1.9042,0.0,0.0075,0.0445,0.1196,0.0346,0.1981,0.0,0.0,0.0,0.2963,0.0,0.0,0.1253,0.1127,0.0614,28008.7
22,30,0.7333,90061.58,72100.99,52763.64,49875.36,2888.29,29,1.3182,4093.71,78628.38,80503.89,-351.7269,3769.81,0.2355,2.0854,0.0717,0.0439,0.0353,0.0951,0.039,0.2233,0.0,0.0,0.0,0.2355,0.0,0.0,0.1179,0.0896,0.0488,9516.3
25,30,0.8333,91111.61,73151.02,52763.64,49875.36,2888.29,30,1.2,3644.46,78628.38,80503.89,-351.7269,3769.81,0.2327,2.0909,0.0824,0.0434,0.0349,0.094,0.0386,0.2207,0.0,0.0,0.0,0.2327,0.0,0.0,0.1165,0.0886,0.0482,8466.27
28,30,0.9333,97181.98,79221.39,52763.64,52763.64,0,33,1.1786,3470.79,78628.38,80503.89,-351.7269,3769.81,0.2366,2.1001,0.0773,0.0536,0.0327,0.0881,0.0362,0.2366,0.0,0.0,0.0,0.2182,0.0,0.0,0.1092,0.083,0.065,2395.89
1,30,0.0333,23822.15,23822.15,52804.1,23822.15,28981.95,2,2.0,23822.15,86432.28,83280.49,-178.0796,4535.91,0.8902,0.3462,0.0,0.0,0.0,0.0,0.0,0.1098,0.0,0.0,0.0,0.8902,0.0,0.0,0.0,0.0,0.0,51686.0
3,30,0.1,26597.59,26597.59,52804.1,26597.59,26206.51,3,1.0,8865.86,86432.28,83280.49,-178.0796,4535.91,0.7973,0.5042,0.0,0.0,0.0,0.0,0.0,0.2027,0.0,0.0,0.0,0.7973,0.0,0.0,0.0,0.0,0.0,48910.56
5,30,0.1667,35025.56,35025.56,52804.1,34197.21,18606.89,5,1.0,7005.11,86432.28,83280.49,-178.0796,4535.91,0.6054,1.012,0.0,0.0,0.0,0.217,0.0236,0.1539,0.0,0.0,0.0,0.6054,0.0,0.0,0.0,0.0,0.0,40482.59
8,30,0.2667,38624.86,38624.86,52804.1,37233.43,15570.67,8,1.0,4828.11,86432.28,83280.49,-178.0796,4535.91,0.549,1.1347,0.0,0.0051,0.0,0.1968,0.0214,0.2182,0.0,0.0,0.0,0.549,0.0,0.0,0.0,0.0,0.0095,36883.29
12,30,0.4,43375.01,40459.18,52804.1,37233.43,15570.67,11,0.9167,3614.58,86432.28,83280.49,-178.0796,4535.91,0.4889,1.3983,0.0,0.0196,0.0903,0.1752,0.0191,0.1943,0.0,0.0,0.0,0.4889,0.0,0.0,0.0,0.0,0.0126,32133.14
15,30,0.5,49024.21,46108.38,52804.1,40224.95,12579.15,15,1.0,3268.28,86432.28,83280.49,-178.0796,4535.91,0.4326,1.5526,0.0,0.0173,0.0799,0.155,0.0169,0.2329,0.0,0.0,0.0,0.4326,0.0,0.0,0.0426,0.0,0.0227,26483.94
18,30,0.6,56802.72,53886.89,52804.1,46864.89,5939.21,19,1.0556,3155.71,86432.28,83280.49,-178.0796,4535.91,0.3733,1.5651,0.0,0.0169,0.0689,0.1338,0.0327,0.3179,0.0,0.0,0.0,0.3733,0.0,0.0,0.0368,0.0,0.0196,18705.43
22,30,0.7333,62148.16,59232.33,52804.1,50234.17,2569.93,23,1.0455,2824.92,86432.28,83280.49,-178.0796,4535.91,0.3448,1.6031,0.0,0.0189,0.063,0.1223,0.0394,0.3448,0.0,0.0,0.0,0.3412,0.0,0.0,0.0336,0.0,0.0368,13359.99
25,30,0.8333,63280.49,60364.66,52804.1,50234.17,2569.93,26,1.04,2531.22,86432.28,83280.49,-178.0796,4535.91,0.3386,1.6309,0.0002,0.0185,0.0619,0.1201,0.0387,0.3386,0.0,0.0,0.0,0.3351,0.0,0.0,0.033,0.0,0.0539,12227.66
28,30,0.9333,72570.18,66106.83,52804.1,52804.1,0,30,1.0714,2591.79,86432.28,83280.49,-178.0796,4535.91,0.3307,1.7335,0.0001,0.0438,0.054,0.1047,0.0964,0.3307,0.0,0.0,0.0,0.2922,0.0,0.0,0.0288,0.0,0.0493,2937.97
1,30,0.0333,24742.14,24742.14,53224.35,24575.48,28648.87,3,3.0,24742.14,86655.95,78922.66,-88.7752,4317.53,0.8571,0.4374,0.0,0.0,0.0,0.0,0.0,0.1362,0.0,0.0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0067,67617.28
3,30,0.1,30987.28,30987.28,53224.35,27403.96,25820.39,5,1.6667,10329.09,86655.95,78922.66,-88.7752,4317.53,0.6843,0.8527,0.0,0.1103,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6843,0.0,0.0,0.0,0.0,0.0054,61372.14
5,30,0.1667,38599.78,38599.78,53224.35,34881.41,18342.94,7,1.4,7719.96,86655.95,78922.66,-88.7752,4317.53,0.5494,1.1986,0.0,0.0885,0.0,0.1937,0.0035,0.1606,0.0,0.0,0.0,0.5494,0.0,0.0,0.0,0.0,0.0043,53759.64
8,30,0.2667,46144.4,46144.4,53224.35,38102.73,15121.63,11,1.375,5768.05,86655.95,78922.66,-88.7752,4317.53,0.4595,1.481,0.0566,0.074,0.0,0.162,0.04,0.2041,0.0,0.0,0.0,0.4595,0.0,0.0,0.0,0.0,0.0036,46215.03
12,30,0.4,54975.48,51006.09,53224.35,41359.39,11864.96,16,1.3333,4581.29,86655.95,78922.66,-88.7752,4317.53,0.3857,1.6841,0.0475,0.0621,0.0007,0.136,0.0403,0.2306,0.0,0.0,0.0904,0.3857,0.0,0.0,0.0035,0.0,0.003,37383.94
15,30,0.5,56347.6,52378.21,53224.35,41359.39,11864.96,19,1.2667,3756.51,86655.95,78922.66,-88.7752,4317.53,0.3763,1.7479,0.0464,0.0606,0.0007,0.1327,0.0403,0.225,0.0,0.0,0.0882,0.3763,0.0,0.0,0.0034,0.0,0.0264,36011.82
18,30,0.6,66033.44,62064.05,53224.35,47216.81,6007.55,24,1.3333,3668.52,86655.95,78922.66,-88.7752,4317.53,0.3211,1.8381,0.0396,0.0517,0.0488,0.1132,0.0343,0.2807,0.0,0.0,0.0753,0.3211,0.0,0.0,0.0044,0.0,0.0308,26325.99
22,30,0.7333,71579.6,67610.21,53224.35,47216.81,6007.55,27,1.2273,3253.62,86655.95,78922.66,-88.7752,4317.53,0.2963,1.9308,0.0365,0.0477,0.0565,0.1045,0.0606,0.2589,0.0,0.0,0.0694,0.2963,0.0,0.0,0.0041,0.0,0.0656,20779.83
25,30,0.8333,76537.45,72568.06,53224.35,49918.07,3306.28,30,1.2,3061.5,86655.95,78922.66,-88.7752,4317.53,0.2774,1.9309,0.0341,0.0446,0.0528,0.0977,0.0686,0.2774,0.0,0.0,0.0649,0.2771,0.0,0.0,0.0038,0.0,0.0789,15821.97
28,30,0.9333,88729.67,81075.75,53224.35,53224.35,0,34,1.2143,3168.92,86655.95,78922.66,-88.7752,4317.53,0.2766,1.97,0.0294,0.0699,0.0456,0.0843,0.1119,0.2766,0.0,0.0,0.056,0.239,0.0,0.0,0.0033,0.0,0.084,3629.75
1,30,0.0333,24062.24,24062.24,52101.79,23880.14,28221.65,3,3.0,24062.24,89148.48,80524.01,770.8342,5016.89,0.8813,0.3925,0.0,0.0,0.0,0.0,0.0,0.1112,0.0,0.0,0.0,0.8813,0.0,0.0,0.0076,0.0,0.0,45591.25
3,30,0.1,27843.09,27843.09,52101.79,26423.17,25678.61,6,2.0,9281.03,89148.48,80524.01,770.8342,5016.89,0.7616,0.7228,0.0,0.0,0.0255,0.0,0.0189,0.1874,0.0,0.0,0.0,0.7616,0.0,0.0,0.0065,0.0,0.0,41810.39
5,30,0.1667,38917.4,38917.4,52101.79,35060.75,17041.03,9,1.8,7783.48,89148.48,80524.01,770.8342,5016.89,0.5449,1.2771,0.0,0.0424,0.0384,0.2219,0.0136,0.1341,0.0,0.0,0.0,0.5449,0.0,0.0,0.0047,0.0,0.0,30736.08
8,30,0.2667,39946.23,39946.23,52101.79,35060.75,17041.03,11,1.375,4993.28,89148.48,80524.01,770.8342,5016.89,0.5309,1.3536,0.0,0.0413,0.0374,0.2162,0.026,0.1306,0.0,0.0,0.0,0.5309,0.0,0.0,0.0175,0.0,0.0,29707.25
12,30,0.4,44249.56,44249.56,52101.79,37785.41,14316.37,16,1.3333,3687.46,89148.48,80524.01,770.8342,5016.89,0.4792,1.4699,0.0,0.0373,0.0373,0.1952,0.0499,0.1795,0.0,0.0,0.0,0.4792,0.0,0.0,0.0158,0.0,0.0058,25403.92
15,30,0.5,48942.21,48942.21,52101.79,40808.49,11293.3,19,1.2667,3262.81,89148.48,80524.01,770.8342,5016.89,0.4333,1.5436,0.0,0.0534,0.0337,0.1765,0.0451,0.224,0.0,0.0,0.0,0.4333,0.0,0.0,0.0287,0.0,0.0052,20711.28
18,30,0.6,52318.26,52318.26,52101.79,43771.25,8330.54,22,1.2222,2906.57,89148.48,80524.01,770.8342,5016.89,0.4053,1.5697,0.0054,0.05,0.0316,0.1651,0.0422,0.2662,0.0,0.0,0.0,0.4053,0.0,0.0,0.0268,0.0,0.0074,17335.23
22,30,0.7333,57818.13,57818.13,52101.79,46729.62,5372.17,27,1.2273,2628.1,89148.48,80524.01,770.8342,5016.89,0.3668,1.6486,0.0049,0.0452,0.0286,0.1494,0.0382,0.2921,0.0,0.0,0.0,0.3668,0.0,0.0,0.044,0.0,0.0309,11835.36
25,30,0.8333,62184.89,62184.89,52101.79,49493.16,2608.62,31,1.24,2487.4,89148.48,80524.01,770.8342,5016.89,0.341,1.6766,0.0097,0.0533,0.0266,0.1389,0.0355,0.316,0.0,0.0,0.0,0.341,0.0,0.0,0.0409,0.0,0.0381,7468.59
28,30,0.9333,68765.66,68765.66,52101.79,52101.79,0,34,1.2143,2455.92,89148.48,80524.01,770.8342,5016.89,0.3237,1.7281,0.0088,0.0482,0.024,0.1256,0.0786,0.3237,0.0,0.0,0.0,0.3084,0.0,0.0,0.0483,0.0,0.0345,887.83
1,30,0.0333,21712.99,21712.99,51835.56,21205.56,30630.0,2,2.0,21712.99,79173.69,80194.99,-47.5989,4889.15,0.9766,0.1109,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766,0.0,0.0,0.0,0.0,0.0,66852.64
3,30,0.1,25583.21,25583.21,51835.56,24031.73,27803.82,4,1.3333,8527.74,79173.69,80194.99,-47.5989,4889.15,0.8289,0.6072,0.0198,0.0,0.0,0.0,0.0,0.1105,0.0,0.0,0.0,0.8289,0.0,0.0,0.0,0.0,0.0408,62982.41
5,30,0.1667,37095.14,37095.14,51835.56,34247.48,17588.08,8,1.6,7419.03,79173.69,80194.99,-47.5989,4889.15,0.5717,1.207,0.0137,0.0,0.0341,0.2033,0.0009,0.1483,0.0,0.0,0.0,0.5717,0.0,0.0,0.0,0.0,0.0281,51470.49
8,30,0.2667,53150.41,41286.54,51835.56,34247.48,17588.08,11,1.375,6643.8,79173.69,80194.99,-47.5989,4889.15,0.399,1.5508,0.0095,0.0,0.0238,0.1419,0.0006,0.1035,0.0,0.0,0.0,0.399,0.0,0.0,0.071,0.0,0.2507,35415.22
12,30,0.4,60658.18,45832.1,51835.56,37617.7,14217.86,15,1.25,5054.85,79173.69,80194.99,-47.5989,4889.15,0.3496,1.6975,0.0737,0.0,0.0234,0.1243,0.0005,0.1463,0.0,0.0,0.0,0.3496,0.0,0.0,0.0622,0.0,0.2201,27907.45
15,30,0.5,67342.09,52516.01,51835.56,42859.56,8976.0,19,1.2667,4489.47,79173.69,80194.99,-47.5989,4889.15,0.3149,1.7177,0.0866,0.0,0.021,0.112,0.0005,0.2096,0.0,0.0,0.0,0.3149,0.0,0.0,0.0572,0.0,0.1982,21223.54
18,30,0.6,69457.31,54631.23,51835.56,42859.56,8976.0,21,1.1667,3858.74,79173.69,80194.99,-47.5989,4889.15,0.3053,1.8017,0.084,0.0305,0.0204,0.1086,0.0005,0.2032,0.0,0.0,0.0,0.3053,0.0,0.0,0.0555,0.0,0.1922,19108.32
22,30,0.7333,81987.74,63706.66,51835.56,48873.38,2962.18,26,1.1818,3726.72,79173.69,80194.99,-47.5989,4889.15,0.2586,1.8047,0.1255,0.0258,0.0173,0.092,0.0004,0.2455,0.0,0.0,0.0,0.2586,0.0,0.0,0.0506,0.0,0.1843,6577.89
25,30,0.8333,82015.71,63734.63,51835.56,48873.38,2962.18,27,1.08,3280.63,79173.69,80194.99,-47.5989,4889.15,0.2586,1.8053,0.1254,0.0261,0.0173,0.0919,0.0004,0.2454,0.0,0.0,0.0,0.2586,0.0,0.0,0.0506,0.0,0.1842,6549.92
28,30,0.9333,87351.05,69069.97,51835.56,51835.56,0,31,1.1071,3119.68,79173.69,80194.99,-47.5989,4889.15,0.2643,1.8409,0.1283,0.0245,0.0162,0.0863,0.013,0.2643,0.0,0.0,0.0,0.2428,0.0,0.0,0.0515,0.0,0.173,1214.58
1,30,0.0333,23940.01,23940.01,51773.17,23940.01,27833.15,2,2.0,23940.01,83526.18,86723.73,478.95,6005.79,0.8858,0.3553,0.0,0.0,0.0,0.0,0.0,0.1142,0.0,0.0,0.0,0.8858,0.0,0.0,0.0,0.0,0.0,61842.4
3,30,0.1,26558.57,26558.57,51773.17,23940.01,27833.15,4,1.3333,8852.86,83526.18,86723.73,478.95,6005.79,0.7984,0.7077,0.0,0.0,0.0374,0.0,0.0,0.103,0.0,0.0,0.0,0.7984,0.0,0.0,0.0612,0.0,0.0,59223.84
5,30,0.1667,39156.95,39156.95,51773.17,34579.0,17194.16,8,1.6,7831.39,83526.18,86723.73,478.95,6005.79,0.5416,1.3375,0.0,0.0177,0.0254,0.2025,0.0323,0.139,0.0,0.0,0.0,0.5416,0.0,0.0,0.0415,0.0,0.0,46625.46
8,30,0.2667,43720.9,43720.9,51773.17,37128.42,14644.75,12,1.5,5465.11,83526.18,86723.73,478.95,6005.79,0.485,1.464,0.0084,0.0159,0.0227,0.1814,0.0341,0.1828,0.0,0.0,0.0,0.485,0.0,0.0,0.0697,0.0,0.0,42061.52
12,30,0.4,51161.6,48581.06,51773.17,37128.42,14644.75,16,1.3333,4263.47,83526.18,86723.73,478.95,6005.79,0.4145,1.6043,0.0072,0.0187,0.0194,0.155,0.1644,0.1563,0.0,0.0,0.0,0.4145,0.0,0.0,0.0645,0.0,0.0,34620.82
15,30,0.5,56094.8,53514.26,51773.17,39953.45,11819.71,19,1.2667,3739.65,83526.18,86723.73,478.95,6005.79,0.378,1.6193,0.0066,0.0184,0.0177,0.1413,0.1862,0.1929,0.0,0.0,0.0,0.378,0.0,0.0,0.0589,0.0,0.0,29687.61
18,30,0.6,58858.45,56277.91,51773.17,42521.85,9251.32,21,1.1667,3269.91,83526.18,86723.73,478.95,6005.79,0.3603,1.6335,0.0062,0.0175,0.0169,0.1347,0.1775,0.2275,0.0,0.0,0.0,0.3603,0.0,0.0,0.0561,0.0,0.0033,26923.97
22,30,0.7333,69642.47,67061.93,51773.17,48555.78,3217.38,27,1.2273,3165.57,83526.18,86723.73,478.95,6005.79,0.3045,1.698,0.0053,0.018,0.0315,0.1138,0.1529,0.2789,0.0,0.0,0.0,0.3045,0.0,0.0,0.0924,0.0,0.0028,16139.94
25,30,0.8333,71956.7,69376.16,51773.17,48555.78,3217.38,30,1.2,2878.27,83526.18,86723.73,478.95,6005.79,0.2947,1.7589,0.0143,0.0174,0.0534,0.1102,0.148,0.2699,0.0,0.0,0.0,0.2947,0.0,0.0,0.0894,0.0,0.0027,13825.71
28,30,0.9333,85755.82,76189.77,51773.17,51773.17,0,33,1.1786,3062.71,83526.18,86723.73,478.95,6005.79,0.264,1.856,0.1354,0.0146,0.0448,0.0925,0.1242,0.264,0.0,0.0,0.0,0.2473,0.0,0.0,0.075,0.0,0.0023,26.6
1,30,0.0333,25032.55,25032.55,53763.44,24600.38,29163.05,3,3.0,25032.55,81333.84,87174.02,186.8858,5713.72,0.8471,0.4816,0.0,0.0,0.0,0.0,0.0,0.1356,0.0,0.0,0.0,0.8471,0.0,0.0,0.0,0.0,0.0173,61555.55
3,30,0.1,26666.79,26666.79,53763.44,24600.38,29163.05,5,1.6667,8888.93,81333.84,87174.02,186.8858,5713.72,0.7952,0.6428,0.0,0.0,0.0,0.0,0.0,0.1273,0.0,0.0,0.0,0.7952,0.0,0.0,0.0,0.0,0.0775,59921.31
5,30,0.1667,37784.75,37784.75,53763.44,35432.22,18331.21,8,1.6,7556.95,81333.84,87174.02,186.8858,5713.72,0.5612,1.1453,0.0076,0.0,0.0,0.2141,0.0,0.1624,0.0,0.0,0.0,0.5612,0.0,0.0,0.0,0.0,0.0547,48803.35
8,30,0.2667,39510.03,39510.03,53763.44,35432.22,18331.21,10,1.25,4938.75,81333.84,87174.02,186.8858,5713.72,0.5367,1.2642,0.0072,0.0,0.0,0.2048,0.0,0.1553,0.0,0.0,0.0,0.5367,0.0,0.0,0.0256,0.0,0.0704,47078.07
12,30,0.4,48030.61,48030.61,53763.44,40989.35,12774.08,14,1.1667,4002.55,81333.84,87174.02,186.8858,5713.72,0.4415,1.495,0.006,0.0373,0.0244,0.1685,0.0,0.2434,0.0,0.0,0.0,0.4415,0.0,0.0,0.021,0.0,0.0579,38557.49
15,30,0.5,52967.25,52967.25,53763.44,40989.35,12774.08,17,1.1333,3531.15,81333.84,87174.02,186.8858,5713.72,0.4004,1.6496,0.0054,0.0519,0.0746,0.1528,0.0,0.2207,0.0,0.0,0.0,0.4004,0.0,0.0,0.0417,0.0,0.0525,33620.85
18,30,0.6,56197.98,56197.98,53763.44,44003.47,9759.97,19,1.0556,3122.11,81333.84,87174.02,186.8858,5713.72,0.3773,1.6432,0.0051,0.049,0.0703,0.144,0.0,0.2617,0.0,0.0,0.0,0.3773,0.0,0.0,0.0431,0.0,0.0495,30390.13
22,30,0.7333,67260.4,63281.58,53763.44,47277.82,6485.62,23,1.0455,3057.29,81333.84,87174.02,186.8858,5713.72,0.3153,1.7453,0.0043,0.0472,0.0588,0.1203,0.0,0.2673,0.0,0.0,0.0,0.3153,0.0,0.0,0.1101,0.0,0.0769,19327.71
25,30,0.8333,73764.55,69785.73,53763.44,50635.74,3127.7,26,1.04,2950.58,81333.84,87174.02,186.8858,5713.72,0.2893,1.7377,0.0039,0.043,0.0536,0.1097,0.0,0.2893,0.0,0.0,0.0,0.2875,0.0,0.0,0.143,0.0,0.0701,12823.56
28,30,0.9333,86232.05,74913.43,53763.44,53763.44,0,29,1.0357,3079.72,81333.84,87174.02,186.8858,5713.72,0.2837,1.7795,0.0033,0.094,0.0458,0.0938,0.0,0.2837,0.0,0.0,0.0,0.2459,0.0,0.0,0.1734,0.0,0.06,356.06
1,30,0.0333,19872.74,19872.74,26277.29,19615.14,6662.15,3,3.0,19872.74,33779.62,33957.02,5.9208,1351.49,0.8802,0.4075,0.0,0.0,0.013,0.0,0.0,0.1068,0.0,0.0,0.0,0.8802,0.0,0.0,0.0,0.0,0.0,15111.26
3,30,0.1,19995.92,19995.92,26277.29,19615.14,6662.15,4,1.3333,6665.31,33779.62,33957.02,5.9208,1351.49,0.8748,0.4425,0.0,0.0,0.0129,0.0,0.0062,0.1061,0.0,0.0,0.0,0.8748,0.0,0.0,0.0,0.0,0.0,14988.08
5,30,0.1667,22904.37,22904.37,26277.29,22523.59,3753.7,5,1.0,4580.87,33779.62,33957.02,5.9208,1351.49,0.7637,0.7669,0.0,0.0,0.0112,0.127,0.0054,0.0927,0.0,0.0,0.0,0.7637,0.0,0.0,0.0,0.0,0.0,12079.63
8,30,0.2667,22904.37,22904.37,26277.29,22523.59,3753.7,5,0.625,2863.05,33779.62,33957.02,5.9208,1351.49,0.7637,0.7669,0.0,0.0,0.0112,0.127,0.0054,0.0927,0.0,0.0,0.0,0.7637,0.0,0.0,0.0,0.0,0.0,12079.63
12,30,0.4,29410.0,25737.68,26277.29,24577.2,1700.1,8,0.6667,2450.83,33779.62,33957.02,5.9208,1351.49,0.5948,1.2008,0.0,0.0095,0.0088,0.0989,0.0042,0.142,0.0,0.0,0.1419,0.5948,0.0,0.0,0.0,0.0,0.0,5574.01
15,30,0.5,30136.72,26464.4,26277.29,24577.2,1700.1,10,0.6667,2009.11,33779.62,33957.02,5.9208,1351.49,0.5804,1.2704,0.0,0.0291,0.0129,0.0965,0.0041,0.1386,0.0,0.0,0.1384,0.5804,0.0,0.0,0.0,0.0,0.0,4847.29
18,30,0.6,30403.18,26730.86,26277.29,24577.2,1700.1,11,0.6111,1689.07,33779.62,33957.02,5.9208,1351.49,0.5754,1.3095,0.0,0.0288,0.0128,0.0957,0.0041,0.1374,0.0,0.0,0.1372,0.5754,0.0,0.0,0.0088,0.0,0.0,4580.83
22,30,0.7333,34124.74,30452.42,26277.29,26277.29,0,16,0.7273,1551.12,33779.62,33957.02,5.9208,1351.49,0.5126,1.5003,0.0,0.0257,0.0231,0.0852,0.0248,0.1722,0.0,0.0,0.1223,0.5126,0.0,0.0,0.0342,0.0,0.0,859.26
25,30,0.8333,34173.84,30501.52,26277.29,26277.29,0,17,0.68,1366.95,33779.62,33957.02,5.9208,1351.49,0.5119,1.5035,0.0,0.0256,0.0245,0.0851,0.0248,0.1719,0.0,0.0,0.1221,0.5119,0.0,0.0,0.0341,0.0,0.0,810.16
28,30,0.9333,34984.0,31311.68,26277.29,26277.29,0,18,0.6429,1249.43,33779.62,33957.02,5.9208,1351.49,0.5,1.5454,0.0,0.0482,0.0239,0.0831,0.0242,0.168,0.0,0.0,0.1193,0.5,0.0,0.0,0.0333,0.0,0.0,0.0
1,30,0.0333,19475.83,19475.83,26548.55,19475.83,7072.72,2,2.0,19475.83,34440.2,34003.35,13.8241,1128.65,0.8982,0.3291,0.0,0.0,0.0,0.0,0.0,0.1018,0.0,0.0,0.0,0.8982,0.0,0.0,0.0,0.0,0.0,16393.7
3,30,0.1,21092.06,21092.06,26548.55,19475.83,7072.72,3,1.0,7030.69,34440.2,34003.35,13.8241,1128.65,0.8294,0.5743,0.0,0.0,0.0766,0.0,0.0,0.094,0.0,0.0,0.0,0.8294,0.0,0.0,0.0,0.0,0.0,14777.47
5,30,0.1667,25835.77,25835.77,26548.55,22754.94,3793.61,5,1.0,5167.15,34440.2,34003.35,13.8241,1128.65,0.6771,0.9767,0.0,0.0,0.1192,0.1269,0.0,0.0768,0.0,0.0,0.0,0.6771,0.0,0.0,0.0,0.0,0.0,10033.76
8,30,0.2667,25936.72,25936.72,26548.55,22754.94,3793.61,6,0.75,3242.09,34440.2,34003.35,13.8241,1128.65,0.6744,0.9811,0.0,0.0,0.1227,0.1264,0.0,0.0765,0.0,0.0,0.0,0.6744,0.0,0.0,0.0,0.0,0.0,9932.81
12,30,0.4,32984.87,28564.32,26548.55,24876.28,1672.27,9,0.75,2748.74,34440.2,34003.35,13.8241,1128.65,0.5303,1.1717,0.0,0.0,0.2456,0.0994,0.0,0.1244,0.0,0.0,0.0,0.5303,0.0,0.0,0.0002,0.0,0.0,2884.66
15,30,0.5,33481.62,29061.07,26548.55,24876.28,1672.27,11,0.7333,2232.11,34440.2,34003.35,13.8241,1128.65,0.5225,1.2395,0.0,0.0044,0.242,0.0979,0.0,0.1226,0.0,0.0,0.0,0.5225,0.0,0.0,0.0107,0.0,0.0,2387.91
18,30,0.6,33481.62,29061.07,26548.55,24876.28,1672.27,11,0.6111,1860.09,34440.2,34003.35,13.8241,1128.65,0.5225,1.2395,0.0,0.0044,0.242,0.0979,0.0,0.1226,0.0,0.0,0.0,0.5225,0.0,0.0,0.0107,0.0,0.0,2387.91
22,30,0.7333,35844.73,31424.18,26548.55,26548.55,0,14,0.6364,1629.31,34440.2,34003.35,13.8241,1128.65,0.488,1.3369,0.0,0.0224,0.226,0.0915,0.001,0.1612,0.0,0.0,0.0,0.488,0.0,0.0,0.01,0.0,0.0,24.8
25,30,0.8333,35844.73,31424.18,26548.55,26548.55,0,14,0.56,1433.79,34440.2,34003.35,13.8241,1128.65,0.488,1.3369,0.0,0.0224,0.226,0.0915,0.001,0.1612,0.0,0.0,0.0,0.488,0.0,0.0,0.01,0.0,0.0,24.8
28,30,0.9333,35848.34,31427.79,26548.55,26548.55,0,15,0.5357,1280.3,34440.2,34003.35,13.8241,1128.65,0.488,1.3372,0.0,0.0224,0.226,0.0915,0.001,0.1611,0.0,0.0,0.0,0.488,0.0,0.0,0.0101,0.0,0.0,21.19
1,30,0.0333,19243.82,19243.82,25834.2,19243.82,6590.39,2,2.0,19243.82,35389.14,34003.35,61.9591,1390.05,0.909,0.3048,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.909,0.0,0.0,0.0,0.0,0.0,15298.28
3,30,0.1,20573.46,20573.46,25834.2,19243.82,6590.39,3,1.0,6857.82,35389.14,34003.35,61.9591,1390.05,0.8503,0.5247,0.0,0.0,0.0,0.0,0.0,0.0851,0.0,0.0,0.0,0.8503,0.0,0.0,0.0646,0.0,0.0,13968.64
5,30,0.1667,24121.43,24121.43,25834.2,22480.13,3354.07,5,1.0,4824.29,35389.14,34003.35,61.9591,1390.05,0.7252,0.9089,0.0,0.0,0.0,0.1342,0.0,0.0726,0.0,0.0,0.0,0.7252,0.0,0.0,0.0551,0.0,0.0129,10420.66
8,30,0.2667,24121.43,24121.43,25834.2,22480.13,3354.07,5,0.625,3015.18,35389.14,34003.35,61.9591,1390.05,0.7252,0.9089,0.0,0.0,0.0,0.1342,0.0,0.0726,0.0,0.0,0.0,0.7252,0.0,0.0,0.0551,0.0,0.0129,10420.66
12,30,0.4,26633.71,26633.71,25834.2,24163.03,1671.17,8,0.6667,2219.48,35389.14,34003.35,61.9591,1390.05,0.6568,1.1269,0.0,0.019,0.0121,0.1215,0.0,0.1289,0.0,0.0,0.0,0.6568,0.0,0.0,0.0499,0.0,0.0117,7908.38
15,30,0.5,26633.71,26633.71,25834.2,24163.03,1671.17,8,0.5333,1775.58,35389.14,34003.35,61.9591,1390.05,0.6568,1.1269,0.0,0.019,0.0121,0.1215,0.0,0.1289,0.0,0.0,0.0,0.6568,0.0,0.0,0.0499,0.0,0.0117,7908.38
